"elapsed_seconds","adapter","counter","bytes"
"84.4045456","other-adapter-2","shared usage","0"
"84.4045553","primary-benchmark-adapter","shared usage","76734464"
"84.4045787","other-adapter-1","local usage","0"
"84.4045888","other-adapter-2","local usage","270336"
"84.4045983","primary-benchmark-adapter","local usage","16808599552"
"84.4046216","other-adapter-1","non local usage","0"
"84.4046349","other-adapter-2","non local usage","0"
"84.4046444","primary-benchmark-adapter","non local usage","76734464"
"90.4284066","other-adapter-1","dedicated usage","0"
"90.4284805","other-adapter-2","dedicated usage","270336"
"90.4284919","primary-benchmark-adapter","dedicated usage","16808599552"
"90.4285117","other-adapter-1","shared usage","0"
"90.4285219","other-adapter-2","shared usage","0"
"90.4285317","primary-benchmark-adapter","shared usage","76734464"
"90.4285519","other-adapter-1","local usage","0"
"90.4285623","other-adapter-2","local usage","270336"
"90.428572","primary-benchmark-adapter","local usage","16808599552"
"90.4285935","other-adapter-1","non local usage","0"
"90.4286034","other-adapter-2","non local usage","0"
"90.428613","primary-benchmark-adapter","non local usage","76734464"
"96.4531215","other-adapter-1","dedicated usage","0"
"96.4531951","other-adapter-2","dedicated usage","270336"
"96.4532064","primary-benchmark-adapter","dedicated usage","16808599552"
"96.4532285","other-adapter-1","shared usage","0"
"96.4532388","other-adapter-2","shared usage","0"
"96.4532485","primary-benchmark-adapter","shared usage","76734464"
"96.4532688","other-adapter-1","local usage","0"
"96.4532789","other-adapter-2","local usage","270336"
"96.4532888","primary-benchmark-adapter","local usage","16808599552"
"96.45331","other-adapter-1","non local usage","0"
"96.4533199","other-adapter-2","non local usage","0"
"96.4533296","primary-benchmark-adapter","non local usage","76734464"
"102.4798613","other-adapter-1","dedicated usage","0"
"102.4799353","other-adapter-2","dedicated usage","270336"
"102.4799467","primary-benchmark-adapter","dedicated usage","16808599552"
"102.479967","other-adapter-1","shared usage","0"
"102.4799771","other-adapter-2","shared usage","0"
"102.4799868","primary-benchmark-adapter","shared usage","76734464"
"102.4800078","other-adapter-1","local usage","0"
"102.4800181","other-adapter-2","local usage","270336"
"102.4800279","primary-benchmark-adapter","local usage","16808599552"
"102.480052","other-adapter-1","non local usage","0"
"102.4800619","other-adapter-2","non local usage","0"
"102.480072","primary-benchmark-adapter","non local usage","76734464"
