"elapsed_seconds","adapter","counter","bytes"
"60.6991468","other-adapter-1","non local usage","0"
"60.6991584","other-adapter-2","non local usage","0"
"60.6991688","primary-benchmark-adapter","non local usage","45252608"
"66.7211988","other-adapter-1","dedicated usage","0"
"66.7212686","other-adapter-2","dedicated usage","270336"
"66.7212801","primary-benchmark-adapter","dedicated usage","18114207744"
"66.7213001","other-adapter-1","shared usage","0"
"66.7213098","other-adapter-2","shared usage","0"
"66.7213201","primary-benchmark-adapter","shared usage","45252608"
"66.7213395","other-adapter-1","local usage","0"
"66.7213495","other-adapter-2","local usage","270336"
"66.7213637","primary-benchmark-adapter","local usage","18114207744"
"66.7213862","other-adapter-1","non local usage","0"
"66.7213957","other-adapter-2","non local usage","0"
"66.7214056","primary-benchmark-adapter","non local usage","45252608"
"72.7408332","other-adapter-1","dedicated usage","0"
"72.7409107","other-adapter-2","dedicated usage","270336"
"72.740959","primary-benchmark-adapter","dedicated usage","18114207744"
"72.7409803","other-adapter-1","shared usage","0"
"72.7409904","other-adapter-2","shared usage","0"
"72.7410002","primary-benchmark-adapter","shared usage","45252608"
"72.7410196","other-adapter-1","local usage","0"
"72.7410294","other-adapter-2","local usage","270336"
"72.741039","primary-benchmark-adapter","local usage","18114207744"
"72.7410627","other-adapter-1","non local usage","0"
"72.7410727","other-adapter-2","non local usage","0"
"72.7410828","primary-benchmark-adapter","non local usage","45252608"
"78.7683021","other-adapter-1","dedicated usage","0"
"78.7683783","other-adapter-2","dedicated usage","270336"
"78.7683901","primary-benchmark-adapter","dedicated usage","18114207744"
"78.7684105","other-adapter-1","shared usage","0"
"78.7684203","other-adapter-2","shared usage","0"
"78.7684302","primary-benchmark-adapter","shared usage","45252608"
"78.768449","other-adapter-1","local usage","0"
"78.7684589","other-adapter-2","local usage","270336"
"78.7684714","primary-benchmark-adapter","local usage","18114207744"
"78.7684951","other-adapter-1","non local usage","0"
"78.768505","other-adapter-2","non local usage","0"
"78.7685149","primary-benchmark-adapter","non local usage","45252608"
"84.8044029","other-adapter-1","dedicated usage","0"
"84.8044772","other-adapter-2","dedicated usage","270336"
"84.8044885","primary-benchmark-adapter","dedicated usage","18114207744"
"84.8045106","other-adapter-1","shared usage","0"
"84.8045201","other-adapter-2","shared usage","0"
"84.80453","primary-benchmark-adapter","shared usage","45252608"
"84.8045486","other-adapter-1","local usage","0"
"84.8045583","other-adapter-2","local usage","270336"
"84.8045679","primary-benchmark-adapter","local usage","18114207744"
"84.8045898","other-adapter-1","non local usage","0"
"84.8045993","other-adapter-2","non local usage","0"
"84.8046089","primary-benchmark-adapter","non local usage","45252608"
"90.83268","other-adapter-1","dedicated usage","0"
"90.8327497","other-adapter-2","dedicated usage","270336"
"90.8327618","primary-benchmark-adapter","dedicated usage","18427600896"
"90.8327833","other-adapter-1","shared usage","0"
"90.8327929","other-adapter-2","shared usage","0"
"90.8328027","primary-benchmark-adapter","shared usage","45252608"
"90.8328226","other-adapter-1","local usage","0"
"90.8328322","other-adapter-2","local usage","270336"
"90.8328421","primary-benchmark-adapter","local usage","18427600896"
"90.8328639","other-adapter-1","non local usage","0"
"90.8328734","other-adapter-2","non local usage","0"
"90.8328832","primary-benchmark-adapter","non local usage","45252608"
"96.867176","other-adapter-1","dedicated usage","0"
"96.8672469","other-adapter-2","dedicated usage","270336"
"96.8672585","primary-benchmark-adapter","dedicated usage","18427600896"
"96.8672789","other-adapter-1","shared usage","0"
"96.8672883","other-adapter-2","shared usage","0"
"96.8672983","primary-benchmark-adapter","shared usage","45252608"
"96.867317","other-adapter-1","local usage","0"
"96.8673266","other-adapter-2","local usage","270336"
"96.8673369","primary-benchmark-adapter","local usage","18427600896"
"96.8673585","other-adapter-1","non local usage","0"
"96.8673682","other-adapter-2","non local usage","0"
"96.8673782","primary-benchmark-adapter","non local usage","45252608"
"102.9101387","other-adapter-1","dedicated usage","0"
"102.9102121","other-adapter-2","dedicated usage","270336"
"102.9102235","primary-benchmark-adapter","dedicated usage","18427600896"
"102.9102422","other-adapter-1","shared usage","0"
"102.9102518","other-adapter-2","shared usage","0"
"102.9102616","primary-benchmark-adapter","shared usage","45252608"
"102.9102798","other-adapter-1","local usage","0"
"102.9102893","other-adapter-2","local usage","270336"
"102.9102988","primary-benchmark-adapter","local usage","18427600896"
"102.9103182","other-adapter-1","non local usage","0"
"102.9103278","other-adapter-2","non local usage","0"
"102.9103375","primary-benchmark-adapter","non local usage","45252608"
"108.9423791","other-adapter-1","dedicated usage","0"
"108.9424861","other-adapter-2","dedicated usage","270336"
"108.9424987","primary-benchmark-adapter","dedicated usage","18427600896"
"108.9425188","other-adapter-1","shared usage","0"
"108.9425286","other-adapter-2","shared usage","0"
"108.942538","primary-benchmark-adapter","shared usage","45252608"
"108.9425581","other-adapter-1","local usage","0"
"108.942568","other-adapter-2","local usage","270336"
"108.9425772","primary-benchmark-adapter","local usage","18427600896"
"108.9426001","other-adapter-1","non local usage","0"
"108.9426098","other-adapter-2","non local usage","0"
"108.9426191","primary-benchmark-adapter","non local usage","45252608"
"114.9873222","other-adapter-1","dedicated usage","0"
"114.9873972","other-adapter-2","dedicated usage","270336"
"114.9874089","primary-benchmark-adapter","dedicated usage","18427600896"
"114.9874283","other-adapter-1","shared usage","0"
"114.9874383","other-adapter-2","shared usage","0"
"114.9874486","primary-benchmark-adapter","shared usage","45252608"
"114.9874682","other-adapter-1","local usage","0"
"114.9874898","other-adapter-2","local usage","270336"
"114.9874999","primary-benchmark-adapter","local usage","18427600896"
"114.9875228","other-adapter-1","non local usage","0"
"114.9875339","other-adapter-2","non local usage","0"
"114.9875439","primary-benchmark-adapter","non local usage","45252608"
"121.0164967","other-adapter-1","dedicated usage","0"
"121.0165719","other-adapter-2","dedicated usage","270336"
"121.0165833","primary-benchmark-adapter","dedicated usage","18135638016"
"121.0166027","other-adapter-1","shared usage","0"
"121.0166124","other-adapter-2","shared usage","0"
"121.0166221","primary-benchmark-adapter","shared usage","45268992"
"121.0166488","other-adapter-1","local usage","0"
"121.0166584","other-adapter-2","local usage","270336"
"121.0166688","primary-benchmark-adapter","local usage","18135638016"
"121.0166908","other-adapter-1","non local usage","0"
"121.0167004","other-adapter-2","non local usage","0"
"121.0167102","primary-benchmark-adapter","non local usage","45268992"
"127.0334482","other-adapter-1","dedicated usage","0"
"127.0335196","other-adapter-2","dedicated usage","270336"
"127.0335306","primary-benchmark-adapter","dedicated usage","18135638016"
"127.0335503","other-adapter-1","shared usage","0"
"127.0335599","other-adapter-2","shared usage","0"
"127.0335746","primary-benchmark-adapter","shared usage","45268992"
"127.0336147","other-adapter-1","local usage","0"
"127.0336427","other-adapter-2","local usage","270336"
"127.0336545","primary-benchmark-adapter","local usage","18135638016"
"127.0336764","other-adapter-1","non local usage","0"
"127.0336862","other-adapter-2","non local usage","0"
"127.033696","primary-benchmark-adapter","non local usage","45268992"
"133.0477422","other-adapter-1","dedicated usage","0"
"133.0478157","other-adapter-2","dedicated usage","270336"
"133.0478269","primary-benchmark-adapter","dedicated usage","18135638016"
"133.0478456","other-adapter-1","shared usage","0"
"133.0478608","other-adapter-2","shared usage","0"
"133.0478711","primary-benchmark-adapter","shared usage","45268992"
"133.0478893","other-adapter-1","local usage","0"
"133.0478985","other-adapter-2","local usage","270336"
"133.0479083","primary-benchmark-adapter","local usage","18135638016"
"133.0479274","other-adapter-1","non local usage","0"
"133.0479368","other-adapter-2","non local usage","0"
"133.0479467","primary-benchmark-adapter","non local usage","45268992"
"139.0846144","other-adapter-1","dedicated usage","0"
"139.0846951","other-adapter-2","dedicated usage","270336"
"139.0847063","primary-benchmark-adapter","dedicated usage","279502848"
"139.0847253","other-adapter-1","shared usage","0"
"139.084735","other-adapter-2","shared usage","0"
"139.0847448","primary-benchmark-adapter","shared usage","45268992"
"139.0847628","other-adapter-1","local usage","0"
"139.0847724","other-adapter-2","local usage","270336"
"139.084784","primary-benchmark-adapter","local usage","279502848"
"139.0848025","other-adapter-1","non local usage","0"
"139.0848121","other-adapter-2","non local usage","0"
"139.0848217","primary-benchmark-adapter","non local usage","45268992"
