"elapsed_seconds","adapter","counter","bytes"
"36.1935986","other-adapter-1","local usage","0"
"36.1936082","other-adapter-2","local usage","270336"
"36.1936178","primary-benchmark-adapter","local usage","17569406976"
"36.1936359","other-adapter-1","non local usage","0"
"36.1936455","other-adapter-2","non local usage","0"
"36.1936553","primary-benchmark-adapter","non local usage","66248704"
"42.224547","other-adapter-1","dedicated usage","0"
"42.2246236","other-adapter-2","dedicated usage","270336"
"42.2246347","primary-benchmark-adapter","dedicated usage","17569406976"
"42.2246556","other-adapter-1","shared usage","0"
"42.2246654","other-adapter-2","shared usage","0"
"42.2246769","primary-benchmark-adapter","shared usage","66248704"
"42.2246968","other-adapter-1","local usage","0"
"42.2247069","other-adapter-2","local usage","270336"
"42.2247164","primary-benchmark-adapter","local usage","17569406976"
"42.2247373","other-adapter-1","non local usage","0"
"42.2247475","other-adapter-2","non local usage","0"
"42.224757","primary-benchmark-adapter","non local usage","66248704"
"48.2441244","other-adapter-1","dedicated usage","0"
"48.2441962","other-adapter-2","dedicated usage","270336"
"48.2442077","primary-benchmark-adapter","dedicated usage","17569406976"
"48.2442278","other-adapter-1","shared usage","0"
"48.2442377","other-adapter-2","shared usage","0"
"48.2442474","primary-benchmark-adapter","shared usage","66248704"
"48.2442673","other-adapter-1","local usage","0"
"48.2442773","other-adapter-2","local usage","270336"
"48.244287","primary-benchmark-adapter","local usage","17569406976"
"48.2443092","other-adapter-1","non local usage","0"
"48.2443191","other-adapter-2","non local usage","0"
"48.2443287","primary-benchmark-adapter","non local usage","66248704"
"54.2673212","other-adapter-1","dedicated usage","0"
"54.2673968","other-adapter-2","dedicated usage","270336"
"54.2674081","primary-benchmark-adapter","dedicated usage","17569406976"
"54.2674291","other-adapter-1","shared usage","0"
"54.2674392","other-adapter-2","shared usage","0"
"54.2674489","primary-benchmark-adapter","shared usage","66248704"
"54.2674692","other-adapter-1","local usage","0"
"54.267479","other-adapter-2","local usage","270336"
"54.2674888","primary-benchmark-adapter","local usage","17569406976"
"54.2675105","other-adapter-1","non local usage","0"
"54.2675208","other-adapter-2","non local usage","0"
"54.2675305","primary-benchmark-adapter","non local usage","66248704"
"60.3050082","other-adapter-1","dedicated usage","0"
"60.3050788","other-adapter-2","dedicated usage","270336"
"60.30509","primary-benchmark-adapter","dedicated usage","17569406976"
"60.3051112","other-adapter-1","shared usage","0"
"60.3051214","other-adapter-2","shared usage","0"
"60.305131","primary-benchmark-adapter","shared usage","66248704"
"60.305151","other-adapter-1","local usage","0"
"60.3051608","other-adapter-2","local usage","270336"
"60.3051705","primary-benchmark-adapter","local usage","17569406976"
"60.3051927","other-adapter-1","non local usage","0"
"60.3052026","other-adapter-2","non local usage","0"
"60.3052121","primary-benchmark-adapter","non local usage","66248704"
"66.344269","other-adapter-1","dedicated usage","0"
"66.3443401","other-adapter-2","dedicated usage","270336"
"66.3443514","primary-benchmark-adapter","dedicated usage","17569406976"
"66.3443725","other-adapter-1","shared usage","0"
"66.3443829","other-adapter-2","shared usage","0"
"66.3443941","primary-benchmark-adapter","shared usage","66248704"
"66.3444139","other-adapter-1","local usage","0"
"66.3444239","other-adapter-2","local usage","270336"
"66.3444334","primary-benchmark-adapter","local usage","17569406976"
"66.3444554","other-adapter-1","non local usage","0"
"66.3444658","other-adapter-2","non local usage","0"
"66.3444759","primary-benchmark-adapter","non local usage","66248704"
"72.3665796","other-adapter-1","dedicated usage","0"
"72.3666525","other-adapter-2","dedicated usage","270336"
"72.366664","primary-benchmark-adapter","dedicated usage","17569406976"
"72.3666866","other-adapter-1","shared usage","0"
"72.3666968","other-adapter-2","shared usage","0"
"72.3667063","primary-benchmark-adapter","shared usage","66248704"
"72.3667275","other-adapter-1","local usage","0"
"72.366738","other-adapter-2","local usage","270336"
"72.3667481","primary-benchmark-adapter","local usage","17569406976"
"72.3667709","other-adapter-1","non local usage","0"
"72.3667808","other-adapter-2","non local usage","0"
"72.3667904","primary-benchmark-adapter","non local usage","66248704"
"78.3879019","other-adapter-1","dedicated usage","0"
"78.3879782","other-adapter-2","dedicated usage","270336"
"78.3879896","primary-benchmark-adapter","dedicated usage","17569406976"
"78.3880109","other-adapter-1","shared usage","0"
"78.388021","other-adapter-2","shared usage","0"
"78.3880311","primary-benchmark-adapter","shared usage","66248704"
"78.3880507","other-adapter-1","local usage","0"
"78.3880609","other-adapter-2","local usage","270336"
"78.3880705","primary-benchmark-adapter","local usage","17569406976"
"78.3880924","other-adapter-1","non local usage","0"
"78.3881025","other-adapter-2","non local usage","0"
"78.3881123","primary-benchmark-adapter","non local usage","66248704"
"84.4222866","other-adapter-1","dedicated usage","0"
"84.4223678","other-adapter-2","dedicated usage","270336"
"84.4223791","primary-benchmark-adapter","dedicated usage","17569406976"
"84.4223997","other-adapter-1","shared usage","0"
"84.4224097","other-adapter-2","shared usage","0"
"84.4224193","primary-benchmark-adapter","shared usage","66248704"
"84.4224394","other-adapter-1","local usage","0"
"84.4224494","other-adapter-2","local usage","270336"
"84.4224593","primary-benchmark-adapter","local usage","17569406976"
"84.4224805","other-adapter-1","non local usage","0"
"84.4224908","other-adapter-2","non local usage","0"
"84.4225004","primary-benchmark-adapter","non local usage","66248704"
"90.4544449","other-adapter-1","dedicated usage","0"
"90.4545228","other-adapter-2","dedicated usage","270336"
"90.4545342","primary-benchmark-adapter","dedicated usage","17569406976"
"90.4545564","other-adapter-1","shared usage","0"
"90.4545661","other-adapter-2","shared usage","0"
"90.4545761","primary-benchmark-adapter","shared usage","66248704"
"90.4545964","other-adapter-1","local usage","0"
"90.4546067","other-adapter-2","local usage","270336"
"90.4546164","primary-benchmark-adapter","local usage","17569406976"
"90.45464","other-adapter-1","non local usage","0"
"90.4546507","other-adapter-2","non local usage","0"
"90.4546607","primary-benchmark-adapter","non local usage","66248704"
"96.4834545","other-adapter-1","dedicated usage","0"
"96.4835276","other-adapter-2","dedicated usage","270336"
"96.4835388","primary-benchmark-adapter","dedicated usage","17569406976"
"96.4835584","other-adapter-1","shared usage","0"
"96.4835685","other-adapter-2","shared usage","0"
"96.4835782","primary-benchmark-adapter","shared usage","66248704"
"96.4835989","other-adapter-1","local usage","0"
"96.4836091","other-adapter-2","local usage","270336"
"96.4836185","primary-benchmark-adapter","local usage","17569406976"
"96.4836411","other-adapter-1","non local usage","0"
"96.4836513","other-adapter-2","non local usage","0"
"96.4836609","primary-benchmark-adapter","non local usage","66248704"
"102.5232841","other-adapter-1","dedicated usage","0"
"102.5233564","other-adapter-2","dedicated usage","270336"
"102.5233677","primary-benchmark-adapter","dedicated usage","17569406976"
"102.5233889","other-adapter-1","shared usage","0"
"102.523399","other-adapter-2","shared usage","0"
"102.5234091","primary-benchmark-adapter","shared usage","66248704"
"102.5234292","other-adapter-1","local usage","0"
"102.5234397","other-adapter-2","local usage","270336"
"102.5234494","primary-benchmark-adapter","local usage","17569406976"
"102.5234714","other-adapter-1","non local usage","0"
"102.5234816","other-adapter-2","non local usage","0"
"102.5234914","primary-benchmark-adapter","non local usage","66248704"
