"elapsed_seconds","adapter","counter","bytes"
"30.2062244","primary-benchmark-adapter","dedicated usage","22297567232"
"30.2062442","other-adapter-1","shared usage","0"
"30.2062545","other-adapter-2","shared usage","0"
"30.2062642","primary-benchmark-adapter","shared usage","24281088"
"30.2062838","other-adapter-1","local usage","0"
"30.2062938","other-adapter-2","local usage","270336"
"30.2063032","primary-benchmark-adapter","local usage","22297567232"
"30.2063252","other-adapter-1","non local usage","0"
"30.2063351","other-adapter-2","non local usage","0"
"30.2063445","primary-benchmark-adapter","non local usage","24281088"
"36.260143","other-adapter-1","dedicated usage","0"
"36.2602436","other-adapter-2","dedicated usage","270336"
"36.2602547","primary-benchmark-adapter","dedicated usage","22297567232"
"36.2602753","other-adapter-1","shared usage","0"
"36.2602862","other-adapter-2","shared usage","0"
"36.2602959","primary-benchmark-adapter","shared usage","24281088"
"36.2603166","other-adapter-1","local usage","0"
"36.2603268","other-adapter-2","local usage","270336"
"36.2603365","primary-benchmark-adapter","local usage","22297567232"
"36.2603575","other-adapter-1","non local usage","0"
"36.260368","other-adapter-2","non local usage","0"
"36.2603776","primary-benchmark-adapter","non local usage","24281088"
"42.2901329","other-adapter-1","dedicated usage","0"
"42.290229","other-adapter-2","dedicated usage","270336"
"42.2902406","primary-benchmark-adapter","dedicated usage","23054639104"
"42.2902616","other-adapter-1","shared usage","0"
"42.2902716","other-adapter-2","shared usage","0"
"42.2902812","primary-benchmark-adapter","shared usage","57835520"
"42.2903011","other-adapter-1","local usage","0"
"42.2903113","other-adapter-2","local usage","270336"
"42.2903209","primary-benchmark-adapter","local usage","22986940416"
"42.2903415","other-adapter-1","non local usage","0"
"42.2903519","other-adapter-2","non local usage","0"
"42.2903616","primary-benchmark-adapter","non local usage","53641216"
"48.3242664","other-adapter-1","dedicated usage","0"
"48.3243385","other-adapter-2","dedicated usage","270336"
"48.32435","primary-benchmark-adapter","dedicated usage","23730315264"
"48.3243692","other-adapter-1","shared usage","0"
"48.324379","other-adapter-2","shared usage","0"
"48.3243888","primary-benchmark-adapter","shared usage","53665792"
"48.3244077","other-adapter-1","local usage","0"
"48.3244172","other-adapter-2","local usage","270336"
"48.3244267","primary-benchmark-adapter","local usage","23723827200"
"48.3244471","other-adapter-1","non local usage","0"
"48.3244568","other-adapter-2","non local usage","0"
"48.3244664","primary-benchmark-adapter","non local usage","53665792"
"54.3514073","other-adapter-1","dedicated usage","0"
"54.3514803","other-adapter-2","dedicated usage","270336"
"54.3514916","primary-benchmark-adapter","dedicated usage","23730315264"
"54.3515102","other-adapter-1","shared usage","0"
"54.3515204","other-adapter-2","shared usage","0"
"54.3515301","primary-benchmark-adapter","shared usage","53665792"
"54.3515488","other-adapter-1","local usage","0"
"54.3515588","other-adapter-2","local usage","270336"
"54.3515684","primary-benchmark-adapter","local usage","23727628288"
"54.351588","other-adapter-1","non local usage","0"
"54.351598","other-adapter-2","non local usage","0"
"54.3516075","primary-benchmark-adapter","non local usage","53665792"
"60.3681824","other-adapter-1","dedicated usage","0"
"60.3682553","other-adapter-2","dedicated usage","270336"
"60.3682664","primary-benchmark-adapter","dedicated usage","23730315264"
"60.3682873","other-adapter-1","shared usage","0"
"60.3682975","other-adapter-2","shared usage","0"
"60.3683071","primary-benchmark-adapter","shared usage","53665792"
"60.3683266","other-adapter-1","local usage","0"
"60.368337","other-adapter-2","local usage","270336"
"60.3683464","primary-benchmark-adapter","local usage","23727628288"
"60.3683676","other-adapter-1","non local usage","0"
"60.3683776","other-adapter-2","non local usage","0"
"60.3683871","primary-benchmark-adapter","non local usage","53665792"
"66.4026976","other-adapter-1","dedicated usage","0"
"66.402771","other-adapter-2","dedicated usage","270336"
"66.4027818","primary-benchmark-adapter","dedicated usage","23730315264"
"66.4028011","other-adapter-1","shared usage","0"
"66.4028112","other-adapter-2","shared usage","0"
"66.4028208","primary-benchmark-adapter","shared usage","53665792"
"66.40284","other-adapter-1","local usage","0"
"66.4028498","other-adapter-2","local usage","270336"
"66.4028597","primary-benchmark-adapter","local usage","23727628288"
"66.4028816","other-adapter-1","non local usage","0"
"66.4028914","other-adapter-2","non local usage","0"
"66.4029014","primary-benchmark-adapter","non local usage","53665792"
