"elapsed_seconds","adapter","counter","bytes"
"42.2427154","other-adapter-1","dedicated usage","0"
"42.2428066","other-adapter-2","dedicated usage","270336"
"42.2428371","primary-benchmark-adapter","dedicated usage","22297567232"
"42.2428569","other-adapter-1","shared usage","0"
"42.242867","other-adapter-2","shared usage","0"
"42.2428767","primary-benchmark-adapter","shared usage","24281088"
"42.2428959","other-adapter-1","local usage","0"
"42.242906","other-adapter-2","local usage","270336"
"42.2429156","primary-benchmark-adapter","local usage","22297567232"
"42.2429993","other-adapter-1","non local usage","0"
"42.2430109","other-adapter-2","non local usage","0"
"42.2430208","primary-benchmark-adapter","non local usage","24281088"
"48.2776136","other-adapter-1","dedicated usage","0"
"48.2776873","other-adapter-2","dedicated usage","270336"
"48.2776984","primary-benchmark-adapter","dedicated usage","23072071680"
"48.2777187","other-adapter-1","shared usage","0"
"48.2777287","other-adapter-2","shared usage","0"
"48.2777384","primary-benchmark-adapter","shared usage","51544064"
"48.2777587","other-adapter-1","local usage","0"
"48.2777686","other-adapter-2","local usage","270336"
"48.2777781","primary-benchmark-adapter","local usage","23069646848"
"48.2777991","other-adapter-1","non local usage","0"
"48.2778095","other-adapter-2","non local usage","0"
"48.2778191","primary-benchmark-adapter","non local usage","51544064"
"54.3079804","other-adapter-1","dedicated usage","0"
"54.3080863","other-adapter-2","dedicated usage","270336"
"54.3080977","primary-benchmark-adapter","dedicated usage","23120502784"
"54.3081176","other-adapter-1","shared usage","0"
"54.3081274","other-adapter-2","shared usage","0"
"54.308137","primary-benchmark-adapter","shared usage","57835520"
"54.3081567","other-adapter-1","local usage","0"
"54.3081669","other-adapter-2","local usage","270336"
"54.3081764","primary-benchmark-adapter","local usage","23116832768"
"54.3081983","other-adapter-1","non local usage","0"
"54.3082082","other-adapter-2","non local usage","0"
"54.308582","primary-benchmark-adapter","non local usage","57835520"
"60.329825","other-adapter-1","dedicated usage","0"
"60.3298976","other-adapter-2","dedicated usage","270336"
"60.3299083","primary-benchmark-adapter","dedicated usage","23354335232"
"60.3299284","other-adapter-1","shared usage","0"
"60.3299382","other-adapter-2","shared usage","0"
"60.3299479","primary-benchmark-adapter","shared usage","57860096"
"60.3299673","other-adapter-1","local usage","0"
"60.3299771","other-adapter-2","local usage","270336"
"60.3299865","primary-benchmark-adapter","local usage","23351517184"
"60.3300072","other-adapter-1","non local usage","0"
"60.3300173","other-adapter-2","non local usage","0"
"60.3300267","primary-benchmark-adapter","non local usage","57860096"
"66.3718257","other-adapter-1","dedicated usage","0"
"66.371897","other-adapter-2","dedicated usage","270336"
"66.371908","primary-benchmark-adapter","dedicated usage","23354335232"
"66.3719279","other-adapter-1","shared usage","0"
"66.3719378","other-adapter-2","shared usage","0"
"66.3719474","primary-benchmark-adapter","shared usage","57860096"
"66.3719671","other-adapter-1","local usage","0"
"66.3719773","other-adapter-2","local usage","270336"
"66.3719869","primary-benchmark-adapter","local usage","23351517184"
"66.372008","other-adapter-1","non local usage","0"
"66.3720182","other-adapter-2","non local usage","0"
"66.3720276","primary-benchmark-adapter","non local usage","57860096"
"72.4051527","other-adapter-1","dedicated usage","0"
"72.4052258","other-adapter-2","dedicated usage","270336"
"72.4052368","primary-benchmark-adapter","dedicated usage","22507085824"
"72.4052572","other-adapter-1","shared usage","0"
"72.4052672","other-adapter-2","shared usage","0"
"72.405277","primary-benchmark-adapter","shared usage","47374336"
"72.4052983","other-adapter-1","local usage","0"
"72.4053081","other-adapter-2","local usage","270336"
"72.4053177","primary-benchmark-adapter","local usage","22504267776"
"72.4053401","other-adapter-1","non local usage","0"
"72.4053499","other-adapter-2","non local usage","0"
"72.4053595","primary-benchmark-adapter","non local usage","47374336"
