0.00.307.925 I load_tensors: offloaded 37/37 layers to GPU
0.00.307.926 I load_tensors:   CPU_Mapped model buffer size =   333.84 MiB
0.00.307.927 I load_tensors:  MTL0_Mapped model buffer size =  4789.19 MiB
0.00.309.467 I llama_context: n_ctx                 = 32768
0.00.309.581 I llama_context:        CPU  output buffer size =     0.58 MiB
0.00.400.918 I llama_kv_cache:       MTL0 KV buffer size =  4608.00 MiB
0.00.543.296 I sched_reserve:       MTL0 compute buffer size =   202.37 MiB
0.00.543.298 I sched_reserve:        CPU compute buffer size =    48.01 MiB
0.00.619.233 I slot   load_model: id  0 | task -1 | new slot, n_ctx = 32768
0.06.767.310 D slot handle_last_: id  0 | task 0 | slot decode token, id=1156, n_ctx = 32768, n_tokens = 3490, truncated = 0
0.06.780.670 D slot handle_last_: id  0 | task 0 | slot decode token, id=53116, n_ctx = 32768, n_tokens = 3491, truncated = 0
0.06.793.719 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3492, truncated = 0
0.06.806.868 D slot handle_last_: id  0 | task 0 | slot decode token, id=1674, n_ctx = 32768, n_tokens = 3493, truncated = 0
0.06.820.167 D slot handle_last_: id  0 | task 0 | slot decode token, id=596, n_ctx = 32768, n_tokens = 3494, truncated = 0
0.06.833.467 D slot handle_last_: id  0 | task 0 | slot decode token, id=323, n_ctx = 32768, n_tokens = 3495, truncated = 0
0.06.846.745 D slot handle_last_: id  0 | task 0 | slot decode token, id=1221, n_ctx = 32768, n_tokens = 3496, truncated = 0
0.06.860.020 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3497, truncated = 0
0.06.873.185 D slot handle_last_: id  0 | task 0 | slot decode token, id=65435, n_ctx = 32768, n_tokens = 3498, truncated = 0
0.06.886.490 D slot handle_last_: id  0 | task 0 | slot decode token, id=299, n_ctx = 32768, n_tokens = 3499, truncated = 0
0.06.899.808 D slot handle_last_: id  0 | task 0 | slot decode token, id=3346, n_ctx = 32768, n_tokens = 3500, truncated = 0
0.06.913.047 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3501, truncated = 0
0.06.926.117 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3502, truncated = 0
0.06.939.346 D slot handle_last_: id  0 | task 0 | slot decode token, id=576, n_ctx = 32768, n_tokens = 3503, truncated = 0
0.06.952.515 D slot handle_last_: id  0 | task 0 | slot decode token, id=65435, n_ctx = 32768, n_tokens = 3504, truncated = 0
0.06.965.744 D slot handle_last_: id  0 | task 0 | slot decode token, id=299, n_ctx = 32768, n_tokens = 3505, truncated = 0
0.06.978.953 D slot handle_last_: id  0 | task 0 | slot decode token, id=3346, n_ctx = 32768, n_tokens = 3506, truncated = 0
0.06.992.032 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3507, truncated = 0
0.07.005.342 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3508, truncated = 0
0.07.018.390 D slot handle_last_: id  0 | task 0 | slot decode token, id=7481, n_ctx = 32768, n_tokens = 3509, truncated = 0
0.07.031.595 D slot handle_last_: id  0 | task 0 | slot decode token, id=438, n_ctx = 32768, n_tokens = 3510, truncated = 0
0.07.044.778 D slot handle_last_: id  0 | task 0 | slot decode token, id=41342, n_ctx = 32768, n_tokens = 3511, truncated = 0
0.07.058.055 D slot handle_last_: id  0 | task 0 | slot decode token, id=323, n_ctx = 32768, n_tokens = 3512, truncated = 0
0.07.071.151 D slot handle_last_: id  0 | task 0 | slot decode token, id=12409, n_ctx = 32768, n_tokens = 3513, truncated = 0
0.07.084.312 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3514, truncated = 0
0.07.097.650 D slot handle_last_: id  0 | task 0 | slot decode token, id=1033, n_ctx = 32768, n_tokens = 3515, truncated = 0
0.07.110.832 D slot handle_last_: id  0 | task 0 | slot decode token, id=32645, n_ctx = 32768, n_tokens = 3516, truncated = 0
0.07.124.171 D slot handle_last_: id  0 | task 0 | slot decode token, id=323, n_ctx = 32768, n_tokens = 3517, truncated = 0
0.07.137.464 D slot handle_last_: id  0 | task 0 | slot decode token, id=9575, n_ctx = 32768, n_tokens = 3518, truncated = 0
0.07.150.773 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3519, truncated = 0
0.07.163.932 D slot handle_last_: id  0 | task 0 | slot decode token, id=3635, n_ctx = 32768, n_tokens = 3520, truncated = 0
0.07.177.118 D slot handle_last_: id  0 | task 0 | slot decode token, id=472, n_ctx = 32768, n_tokens = 3521, truncated = 0
0.07.189.987 D slot handle_last_: id  0 | task 0 | slot decode token, id=10862, n_ctx = 32768, n_tokens = 3522, truncated = 0
0.07.203.140 D slot handle_last_: id  0 | task 0 | slot decode token, id=6, n_ctx = 32768, n_tokens = 3523, truncated = 0
0.07.216.586 D slot handle_last_: id  0 | task 0 | slot decode token, id=348, n_ctx = 32768, n_tokens = 3524, truncated = 0
0.07.229.898 D slot handle_last_: id  0 | task 0 | slot decode token, id=395, n_ctx = 32768, n_tokens = 3525, truncated = 0
0.07.243.195 D slot handle_last_: id  0 | task 0 | slot decode token, id=1127, n_ctx = 32768, n_tokens = 3526, truncated = 0
0.07.256.415 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3527, truncated = 0
0.07.269.770 D slot handle_last_: id  0 | task 0 | slot decode token, id=448, n_ctx = 32768, n_tokens = 3528, truncated = 0
0.07.283.046 D slot handle_last_: id  0 | task 0 | slot decode token, id=264, n_ctx = 32768, n_tokens = 3529, truncated = 0
0.07.296.198 D slot handle_last_: id  0 | task 0 | slot decode token, id=1299, n_ctx = 32768, n_tokens = 3530, truncated = 0
0.07.309.473 D slot handle_last_: id  0 | task 0 | slot decode token, id=51885, n_ctx = 32768, n_tokens = 3531, truncated = 0
0.07.322.854 D slot handle_last_: id  0 | task 0 | slot decode token, id=49287, n_ctx = 32768, n_tokens = 3532, truncated = 0
0.07.336.060 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3533, truncated = 0
0.07.349.365 D slot handle_last_: id  0 | task 0 | slot decode token, id=9736, n_ctx = 32768, n_tokens = 3534, truncated = 0
0.07.362.788 D slot handle_last_: id  0 | task 0 | slot decode token, id=610, n_ctx = 32768, n_tokens = 3535, truncated = 0
0.07.376.015 D slot handle_last_: id  0 | task 0 | slot decode token, id=685, n_ctx = 32768, n_tokens = 3536, truncated = 0
0.07.389.441 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3537, truncated = 0
0.07.402.734 D slot handle_last_: id  0 | task 0 | slot decode token, id=576, n_ctx = 32768, n_tokens = 3538, truncated = 0
0.07.415.949 D slot handle_last_: id  0 | task 0 | slot decode token, id=472, n_ctx = 32768, n_tokens = 3539, truncated = 0
0.07.429.226 D slot handle_last_: id  0 | task 0 | slot decode token, id=10862, n_ctx = 32768, n_tokens = 3540, truncated = 0
0.07.442.466 D slot handle_last_: id  0 | task 0 | slot decode token, id=1221, n_ctx = 32768, n_tokens = 3541, truncated = 0
0.07.455.789 D slot handle_last_: id  0 | task 0 | slot decode token, id=6519, n_ctx = 32768, n_tokens = 3542, truncated = 0
0.07.469.035 D slot handle_last_: id  0 | task 0 | slot decode token, id=389, n_ctx = 32768, n_tokens = 3543, truncated = 0
0.07.482.199 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3544, truncated = 0
0.07.495.458 D slot handle_last_: id  0 | task 0 | slot decode token, id=7656, n_ctx = 32768, n_tokens = 3545, truncated = 0
0.07.508.609 D slot handle_last_: id  0 | task 0 | slot decode token, id=7836, n_ctx = 32768, n_tokens = 3546, truncated = 0
0.07.521.813 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3547, truncated = 0
0.07.535.013 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3548, truncated = 0
0.07.548.262 D slot handle_last_: id  0 | task 0 | slot decode token, id=24913, n_ctx = 32768, n_tokens = 3549, truncated = 0
0.07.561.475 D slot handle_last_: id  0 | task 0 | slot decode token, id=1105, n_ctx = 32768, n_tokens = 3550, truncated = 0
0.07.574.705 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3551, truncated = 0
0.07.587.888 D slot handle_last_: id  0 | task 0 | slot decode token, id=30014, n_ctx = 32768, n_tokens = 3552, truncated = 0
0.07.601.048 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3553, truncated = 0
0.07.614.464 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3554, truncated = 0
0.07.627.596 D slot handle_last_: id  0 | task 0 | slot decode token, id=11563, n_ctx = 32768, n_tokens = 3555, truncated = 0
0.07.640.909 D slot handle_last_: id  0 | task 0 | slot decode token, id=3760, n_ctx = 32768, n_tokens = 3556, truncated = 0
0.07.654.047 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3557, truncated = 0
0.07.667.417 D slot handle_last_: id  0 | task 0 | slot decode token, id=1380, n_ctx = 32768, n_tokens = 3558, truncated = 0
0.07.680.673 D slot handle_last_: id  0 | task 0 | slot decode token, id=807, n_ctx = 32768, n_tokens = 3559, truncated = 0
0.07.693.971 D slot handle_last_: id  0 | task 0 | slot decode token, id=16105, n_ctx = 32768, n_tokens = 3560, truncated = 0
0.07.707.183 D slot handle_last_: id  0 | task 0 | slot decode token, id=7882, n_ctx = 32768, n_tokens = 3561, truncated = 0
0.07.720.518 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3562, truncated = 0
0.07.733.850 D slot handle_last_: id  0 | task 0 | slot decode token, id=5312, n_ctx = 32768, n_tokens = 3563, truncated = 0
0.07.747.134 D slot handle_last_: id  0 | task 0 | slot decode token, id=1119, n_ctx = 32768, n_tokens = 3564, truncated = 0
0.07.760.435 D slot handle_last_: id  0 | task 0 | slot decode token, id=12751, n_ctx = 32768, n_tokens = 3565, truncated = 0
0.07.773.684 D slot handle_last_: id  0 | task 0 | slot decode token, id=17971, n_ctx = 32768, n_tokens = 3566, truncated = 0
0.07.786.956 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3567, truncated = 0
0.07.800.235 D slot handle_last_: id  0 | task 0 | slot decode token, id=576, n_ctx = 32768, n_tokens = 3568, truncated = 0
0.07.813.585 D slot handle_last_: id  0 | task 0 | slot decode token, id=1467, n_ctx = 32768, n_tokens = 3569, truncated = 0
0.07.826.825 D slot handle_last_: id  0 | task 0 | slot decode token, id=8201, n_ctx = 32768, n_tokens = 3570, truncated = 0
0.07.840.083 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3571, truncated = 0
0.07.853.230 D slot handle_last_: id  0 | task 0 | slot decode token, id=7656, n_ctx = 32768, n_tokens = 3572, truncated = 0
0.07.866.588 D slot handle_last_: id  0 | task 0 | slot decode token, id=7836, n_ctx = 32768, n_tokens = 3573, truncated = 0
0.07.879.809 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3574, truncated = 0
0.07.893.002 D slot handle_last_: id  0 | task 0 | slot decode token, id=6, n_ctx = 32768, n_tokens = 3575, truncated = 0
0.07.906.188 D slot handle_last_: id  0 | task 0 | slot decode token, id=73324, n_ctx = 32768, n_tokens = 3576, truncated = 0
0.07.919.399 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3577, truncated = 0
0.07.932.787 D slot handle_last_: id  0 | task 0 | slot decode token, id=862, n_ctx = 32768, n_tokens = 3578, truncated = 0
0.07.945.949 D slot handle_last_: id  0 | task 0 | slot decode token, id=8679, n_ctx = 32768, n_tokens = 3579, truncated = 0
0.07.959.087 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 32768, n_tokens = 3580, truncated = 0
0.07.972.487 D slot handle_last_: id  0 | task 0 | slot decode token, id=32692, n_ctx = 32768, n_tokens = 3581, truncated = 0
0.07.985.855 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3582, truncated = 0
0.07.999.123 D slot handle_last_: id  0 | task 0 | slot decode token, id=11179, n_ctx = 32768, n_tokens = 3583, truncated = 0
0.08.012.342 D slot handle_last_: id  0 | task 0 | slot decode token, id=1134, n_ctx = 32768, n_tokens = 3584, truncated = 0
0.08.026.581 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3585, truncated = 0
0.08.039.741 D slot handle_last_: id  0 | task 0 | slot decode token, id=73955, n_ctx = 32768, n_tokens = 3586, truncated = 0
0.08.053.092 D slot handle_last_: id  0 | task 0 | slot decode token, id=1105, n_ctx = 32768, n_tokens = 3587, truncated = 0
0.08.066.346 D slot handle_last_: id  0 | task 0 | slot decode token, id=448, n_ctx = 32768, n_tokens = 3588, truncated = 0
0.08.079.598 D slot handle_last_: id  0 | task 0 | slot decode token, id=862, n_ctx = 32768, n_tokens = 3589, truncated = 0
0.08.092.920 D slot handle_last_: id  0 | task 0 | slot decode token, id=23149, n_ctx = 32768, n_tokens = 3590, truncated = 0
0.08.106.286 D slot handle_last_: id  0 | task 0 | slot decode token, id=72803, n_ctx = 32768, n_tokens = 3591, truncated = 0
0.08.119.447 D slot handle_last_: id  0 | task 0 | slot decode token, id=382, n_ctx = 32768, n_tokens = 3592, truncated = 0
0.08.132.807 D slot handle_last_: id  0 | task 0 | slot decode token, id=785, n_ctx = 32768, n_tokens = 3593, truncated = 0
0.08.145.965 D slot handle_last_: id  0 | task 0 | slot decode token, id=12751, n_ctx = 32768, n_tokens = 3594, truncated = 0
0.08.159.627 D slot handle_last_: id  0 | task 0 | slot decode token, id=20448, n_ctx = 32768, n_tokens = 3595, truncated = 0
0.08.173.027 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3596, truncated = 0
0.08.186.431 D slot handle_last_: id  0 | task 0 | slot decode token, id=17779, n_ctx = 32768, n_tokens = 3597, truncated = 0
0.08.199.729 D slot handle_last_: id  0 | task 0 | slot decode token, id=1948, n_ctx = 32768, n_tokens = 3598, truncated = 0
0.08.212.657 D slot handle_last_: id  0 | task 0 | slot decode token, id=4104, n_ctx = 32768, n_tokens = 3599, truncated = 0
0.08.225.570 D slot handle_last_: id  0 | task 0 | slot decode token, id=724, n_ctx = 32768, n_tokens = 3600, truncated = 0
0.08.238.755 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 3601, truncated = 0
0.08.252.130 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3602, truncated = 0
0.08.265.388 D slot handle_last_: id  0 | task 0 | slot decode token, id=6326, n_ctx = 32768, n_tokens = 3603, truncated = 0
0.08.278.721 D slot handle_last_: id  0 | task 0 | slot decode token, id=323, n_ctx = 32768, n_tokens = 3604, truncated = 0
0.08.292.003 D slot handle_last_: id  0 | task 0 | slot decode token, id=4104, n_ctx = 32768, n_tokens = 3605, truncated = 0
0.08.305.367 D slot handle_last_: id  0 | task 0 | slot decode token, id=43409, n_ctx = 32768, n_tokens = 3606, truncated = 0
0.08.318.560 D slot handle_last_: id  0 | task 0 | slot decode token, id=1103, n_ctx = 32768, n_tokens = 3607, truncated = 0
0.08.331.809 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 3608, truncated = 0
0.08.344.963 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3609, truncated = 0
0.08.358.192 D slot handle_last_: id  0 | task 0 | slot decode token, id=4312, n_ctx = 32768, n_tokens = 3610, truncated = 0
0.08.371.632 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3611, truncated = 0
0.08.384.864 D slot handle_last_: id  0 | task 0 | slot decode token, id=16601, n_ctx = 32768, n_tokens = 3612, truncated = 0
0.08.398.350 D slot handle_last_: id  0 | task 0 | slot decode token, id=264, n_ctx = 32768, n_tokens = 3613, truncated = 0
0.08.411.574 D slot handle_last_: id  0 | task 0 | slot decode token, id=54767, n_ctx = 32768, n_tokens = 3614, truncated = 0
0.08.424.774 D slot handle_last_: id  0 | task 0 | slot decode token, id=979, n_ctx = 32768, n_tokens = 3615, truncated = 0
0.08.438.165 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3616, truncated = 0
0.08.451.464 D slot handle_last_: id  0 | task 0 | slot decode token, id=7656, n_ctx = 32768, n_tokens = 3617, truncated = 0
0.08.464.806 D slot handle_last_: id  0 | task 0 | slot decode token, id=7836, n_ctx = 32768, n_tokens = 3618, truncated = 0
0.08.478.115 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3619, truncated = 0
0.08.491.493 D slot handle_last_: id  0 | task 0 | slot decode token, id=11223, n_ctx = 32768, n_tokens = 3620, truncated = 0
0.08.504.646 D slot handle_last_: id  0 | task 0 | slot decode token, id=21085, n_ctx = 32768, n_tokens = 3621, truncated = 0
0.08.518.142 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3622, truncated = 0
0.08.531.419 D slot handle_last_: id  0 | task 0 | slot decode token, id=4104, n_ctx = 32768, n_tokens = 3623, truncated = 0
0.08.544.786 D slot handle_last_: id  0 | task 0 | slot decode token, id=724, n_ctx = 32768, n_tokens = 3624, truncated = 0
0.08.557.949 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3625, truncated = 0
0.08.571.137 D slot handle_last_: id  0 | task 0 | slot decode token, id=44777, n_ctx = 32768, n_tokens = 3626, truncated = 0
0.08.584.524 D slot handle_last_: id  0 | task 0 | slot decode token, id=438, n_ctx = 32768, n_tokens = 3627, truncated = 0
0.08.597.910 D slot handle_last_: id  0 | task 0 | slot decode token, id=65175, n_ctx = 32768, n_tokens = 3628, truncated = 0
0.08.611.313 D slot handle_last_: id  0 | task 0 | slot decode token, id=398, n_ctx = 32768, n_tokens = 3629, truncated = 0
0.08.624.517 D slot handle_last_: id  0 | task 0 | slot decode token, id=323, n_ctx = 32768, n_tokens = 3630, truncated = 0
0.08.637.733 D slot handle_last_: id  0 | task 0 | slot decode token, id=264, n_ctx = 32768, n_tokens = 3631, truncated = 0
0.08.651.139 D slot handle_last_: id  0 | task 0 | slot decode token, id=947, n_ctx = 32768, n_tokens = 3632, truncated = 0
0.08.664.492 D slot handle_last_: id  0 | task 0 | slot decode token, id=9627, n_ctx = 32768, n_tokens = 3633, truncated = 0
0.08.677.604 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3634, truncated = 0
0.08.690.905 D slot handle_last_: id  0 | task 0 | slot decode token, id=14554, n_ctx = 32768, n_tokens = 3635, truncated = 0
0.08.704.228 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3636, truncated = 0
0.08.717.565 D slot handle_last_: id  0 | task 0 | slot decode token, id=2138, n_ctx = 32768, n_tokens = 3637, truncated = 0
0.08.730.759 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3638, truncated = 0
0.08.743.954 D slot handle_last_: id  0 | task 0 | slot decode token, id=5994, n_ctx = 32768, n_tokens = 3639, truncated = 0
0.08.757.204 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3640, truncated = 0
0.08.770.538 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3641, truncated = 0
0.08.783.848 D slot handle_last_: id  0 | task 0 | slot decode token, id=5312, n_ctx = 32768, n_tokens = 3642, truncated = 0
0.08.797.201 D slot handle_last_: id  0 | task 0 | slot decode token, id=1212, n_ctx = 32768, n_tokens = 3643, truncated = 0
0.08.810.415 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3644, truncated = 0
0.08.823.776 D slot handle_last_: id  0 | task 0 | slot decode token, id=2971, n_ctx = 32768, n_tokens = 3645, truncated = 0
