"elapsed_seconds","adapter","counter","bytes"
"66.6832967","other-adapter-1","shared usage","0"
"66.6833067","other-adapter-2","shared usage","0"
"66.6833172","primary-benchmark-adapter","shared usage","78807040"
"66.6833368","other-adapter-1","local usage","0"
"66.6833466","other-adapter-2","local usage","270336"
"66.6833601","primary-benchmark-adapter","local usage","31480995840"
"66.6833815","other-adapter-1","non local usage","0"
"66.6833911","other-adapter-2","non local usage","0"
"66.683401","primary-benchmark-adapter","non local usage","78807040"
"72.7194568","other-adapter-1","dedicated usage","0"
"72.7195285","other-adapter-2","dedicated usage","270336"
"72.7195397","primary-benchmark-adapter","dedicated usage","32174956544"
"72.7195605","other-adapter-1","shared usage","0"
"72.7195703","other-adapter-2","shared usage","0"
"72.7195801","primary-benchmark-adapter","shared usage","78807040"
"72.7196002","other-adapter-1","local usage","0"
"72.7196098","other-adapter-2","local usage","270336"
"72.7196196","primary-benchmark-adapter","local usage","32174170112"
"72.7196419","other-adapter-1","non local usage","0"
"72.7196513","other-adapter-2","non local usage","0"
"72.7196611","primary-benchmark-adapter","non local usage","78807040"
"78.7376928","other-adapter-1","dedicated usage","0"
"78.7377664","other-adapter-2","dedicated usage","270336"
"78.7377777","primary-benchmark-adapter","dedicated usage","33206165504"
"78.7377981","other-adapter-1","shared usage","0"
"78.7378085","other-adapter-2","shared usage","0"
"78.7378183","primary-benchmark-adapter","shared usage","78807040"
"78.7378385","other-adapter-1","local usage","0"
"78.737848","other-adapter-2","local usage","270336"
"78.7378578","primary-benchmark-adapter","local usage","32862822400"
"78.7378797","other-adapter-1","non local usage","0"
"78.7378893","other-adapter-2","non local usage","0"
"78.7378989","primary-benchmark-adapter","non local usage","78807040"
"84.76289","other-adapter-1","dedicated usage","0"
"84.7629635","other-adapter-2","dedicated usage","270336"
"84.7629746","primary-benchmark-adapter","dedicated usage","32040935424"
"84.7629938","other-adapter-1","shared usage","0"
"84.7630039","other-adapter-2","shared usage","0"
"84.7630141","primary-benchmark-adapter","shared usage","78807040"
"84.7630338","other-adapter-1","local usage","0"
"84.7630445","other-adapter-2","local usage","270336"
"84.7630541","primary-benchmark-adapter","local usage","32040607744"
"84.7630723","other-adapter-1","non local usage","0"
"84.7630817","other-adapter-2","non local usage","0"
"84.7630918","primary-benchmark-adapter","non local usage","78807040"
"90.7955214","other-adapter-1","dedicated usage","0"
"90.7955922","other-adapter-2","dedicated usage","270336"
"90.7956031","primary-benchmark-adapter","dedicated usage","32040935424"
"90.7956218","other-adapter-1","shared usage","0"
"90.7956317","other-adapter-2","shared usage","0"
"90.7956414","primary-benchmark-adapter","shared usage","78807040"
"90.79566","other-adapter-1","local usage","0"
"90.7956695","other-adapter-2","local usage","270336"
"90.7956792","primary-benchmark-adapter","local usage","32040607744"
"90.795699","other-adapter-1","non local usage","0"
"90.7957085","other-adapter-2","non local usage","0"
"90.795719","primary-benchmark-adapter","non local usage","78807040"
"96.8315609","other-adapter-1","dedicated usage","0"
"96.8316365","other-adapter-2","dedicated usage","270336"
"96.8316476","primary-benchmark-adapter","dedicated usage","31193817088"
"96.8316684","other-adapter-1","shared usage","0"
"96.8316786","other-adapter-2","shared usage","0"
"96.8316883","primary-benchmark-adapter","shared usage","97681408"
"96.831709","other-adapter-1","local usage","0"
"96.8317186","other-adapter-2","local usage","270336"
"96.8317287","primary-benchmark-adapter","local usage","31189360640"
"96.8317495","other-adapter-1","non local usage","0"
"96.831759","other-adapter-2","non local usage","0"
"96.8317688","primary-benchmark-adapter","non local usage","97681408"
"102.8701294","other-adapter-1","dedicated usage","0"
"102.8702021","other-adapter-2","dedicated usage","270336"
"102.8702133","primary-benchmark-adapter","dedicated usage","31192702976"
"102.8702336","other-adapter-1","shared usage","0"
"102.8702441","other-adapter-2","shared usage","0"
"102.8702541","primary-benchmark-adapter","shared usage","62029824"
"102.870275","other-adapter-1","local usage","0"
"102.8702845","other-adapter-2","local usage","270336"
"102.870294","primary-benchmark-adapter","local usage","31117729792"
"102.8703158","other-adapter-1","non local usage","0"
"102.8703256","other-adapter-2","non local usage","0"
"102.8703356","primary-benchmark-adapter","non local usage","62029824"
"108.9039371","other-adapter-1","dedicated usage","0"
"108.9040351","other-adapter-2","dedicated usage","270336"
"108.9040469","primary-benchmark-adapter","dedicated usage","31192702976"
"108.9040678","other-adapter-1","shared usage","0"
"108.9040774","other-adapter-2","shared usage","0"
"108.9040879","primary-benchmark-adapter","shared usage","62029824"
"108.904108","other-adapter-1","local usage","0"
"108.9041179","other-adapter-2","local usage","270336"
"108.9041276","primary-benchmark-adapter","local usage","31117729792"
"108.9041509","other-adapter-1","non local usage","0"
"108.9041608","other-adapter-2","non local usage","0"
"108.9041706","primary-benchmark-adapter","non local usage","62029824"
"114.9542842","other-adapter-1","dedicated usage","0"
"114.9543554","other-adapter-2","dedicated usage","270336"
"114.9543667","primary-benchmark-adapter","dedicated usage","31196569600"
"114.9543864","other-adapter-1","shared usage","0"
"114.9543961","other-adapter-2","shared usage","0"
"114.9544056","primary-benchmark-adapter","shared usage","62029824"
"114.9544245","other-adapter-1","local usage","0"
"114.9544341","other-adapter-2","local usage","270336"
"114.9544441","primary-benchmark-adapter","local usage","31117926400"
"114.9544638","other-adapter-1","non local usage","0"
"114.954473","other-adapter-2","non local usage","0"
"114.9544847","primary-benchmark-adapter","non local usage","62029824"
"120.9752962","other-adapter-1","dedicated usage","0"
"120.9753694","other-adapter-2","dedicated usage","270336"
"120.9753804","primary-benchmark-adapter","dedicated usage","31158558720"
"120.9753992","other-adapter-1","shared usage","0"
"120.975409","other-adapter-2","shared usage","0"
"120.9754186","primary-benchmark-adapter","shared usage","62062592"
"120.9754371","other-adapter-1","local usage","0"
"120.9754466","other-adapter-2","local usage","270336"
"120.9754566","primary-benchmark-adapter","local usage","31156264960"
"120.9754759","other-adapter-1","non local usage","0"
"120.9754852","other-adapter-2","non local usage","0"
"120.9754947","primary-benchmark-adapter","non local usage","62062592"
"127.000877","other-adapter-1","dedicated usage","0"
"127.0009545","other-adapter-2","dedicated usage","270336"
"127.0009655","primary-benchmark-adapter","dedicated usage","31158558720"
"127.0009987","other-adapter-1","shared usage","0"
"127.0010091","other-adapter-2","shared usage","0"
"127.001019","primary-benchmark-adapter","shared usage","62062592"
"127.0010457","other-adapter-1","local usage","0"
"127.001055","other-adapter-2","local usage","270336"
"127.0010647","primary-benchmark-adapter","local usage","31156264960"
"127.0010849","other-adapter-1","non local usage","0"
"127.0010949","other-adapter-2","non local usage","0"
"127.0011052","primary-benchmark-adapter","non local usage","62062592"
"133.0231962","other-adapter-1","dedicated usage","0"
"133.0232706","other-adapter-2","dedicated usage","270336"
"133.0232818","primary-benchmark-adapter","dedicated usage","31158558720"
"133.0233023","other-adapter-1","shared usage","0"
"133.0233169","other-adapter-2","shared usage","0"
"133.0233274","primary-benchmark-adapter","shared usage","62062592"
"133.0233477","other-adapter-1","local usage","0"
"133.0233574","other-adapter-2","local usage","270336"
"133.023367","primary-benchmark-adapter","local usage","31156264960"
"133.0233871","other-adapter-1","non local usage","0"
"133.0233968","other-adapter-2","non local usage","0"
"133.0234062","primary-benchmark-adapter","non local usage","62062592"
"139.0417405","other-adapter-1","dedicated usage","0"
"139.0418152","other-adapter-2","dedicated usage","270336"
"139.0418265","primary-benchmark-adapter","dedicated usage","31158558720"
"139.041848","other-adapter-1","shared usage","0"
"139.0418576","other-adapter-2","shared usage","0"
"139.0418673","primary-benchmark-adapter","shared usage","62062592"
"139.0418864","other-adapter-1","local usage","0"
"139.0418961","other-adapter-2","local usage","270336"
"139.0419064","primary-benchmark-adapter","local usage","31156264960"
"139.0419295","other-adapter-1","non local usage","0"
"139.0419392","other-adapter-2","non local usage","0"
"139.0419487","primary-benchmark-adapter","non local usage","62062592"
"145.0617245","other-adapter-1","dedicated usage","0"
"145.0617961","other-adapter-2","dedicated usage","270336"
"145.0618073","primary-benchmark-adapter","dedicated usage","31158558720"
"145.0618259","other-adapter-1","shared usage","0"
"145.061836","other-adapter-2","shared usage","0"
"145.0618456","primary-benchmark-adapter","shared usage","62062592"
"145.0618641","other-adapter-1","local usage","0"
"145.0618744","other-adapter-2","local usage","270336"
"145.0618838","primary-benchmark-adapter","local usage","31156264960"
"145.0619023","other-adapter-1","non local usage","0"
"145.061912","other-adapter-2","non local usage","0"
"145.0619217","primary-benchmark-adapter","non local usage","62062592"
"151.0853233","other-adapter-1","dedicated usage","0"
"151.0853952","other-adapter-2","dedicated usage","270336"
"151.0854063","primary-benchmark-adapter","dedicated usage","31158558720"
"151.0854262","other-adapter-1","shared usage","0"
"151.0854373","other-adapter-2","shared usage","0"
"151.0854475","primary-benchmark-adapter","shared usage","62062592"
"151.0854668","other-adapter-1","local usage","0"
"151.0854763","other-adapter-2","local usage","270336"
"151.085486","primary-benchmark-adapter","local usage","31156264960"
"151.0855076","other-adapter-1","non local usage","0"
"151.0855172","other-adapter-2","non local usage","0"
"151.0855271","primary-benchmark-adapter","non local usage","62062592"
"157.1082735","other-adapter-1","dedicated usage","0"
"157.1083453","other-adapter-2","dedicated usage","270336"
"157.1083562","primary-benchmark-adapter","dedicated usage","31158558720"
"157.1083759","other-adapter-1","shared usage","0"
"157.1083859","other-adapter-2","shared usage","0"
"157.1083957","primary-benchmark-adapter","shared usage","62062592"
"157.1084152","other-adapter-1","local usage","0"
"157.1084247","other-adapter-2","local usage","270336"
"157.1084343","primary-benchmark-adapter","local usage","31156264960"
"157.1084538","other-adapter-1","non local usage","0"
"157.1084637","other-adapter-2","non local usage","0"
"157.1084737","primary-benchmark-adapter","non local usage","62062592"
"163.1353049","other-adapter-1","dedicated usage","0"
"163.1353753","other-adapter-2","dedicated usage","270336"
"163.1353863","primary-benchmark-adapter","dedicated usage","31158558720"
"163.1354067","other-adapter-1","shared usage","0"
"163.1354167","other-adapter-2","shared usage","0"
"163.1354266","primary-benchmark-adapter","shared usage","62062592"
"163.1354476","other-adapter-1","local usage","0"
"163.1354584","other-adapter-2","local usage","270336"
"163.1354682","primary-benchmark-adapter","local usage","31156264960"
"163.1354888","other-adapter-1","non local usage","0"
"163.1354982","other-adapter-2","non local usage","0"
"163.1355077","primary-benchmark-adapter","non local usage","62062592"
"169.1699918","other-adapter-1","dedicated usage","0"
"169.1700675","other-adapter-2","dedicated usage","270336"
"169.1700786","primary-benchmark-adapter","dedicated usage","31158558720"
"169.1700994","other-adapter-1","shared usage","0"
"169.1701096","other-adapter-2","shared usage","0"
"169.1701195","primary-benchmark-adapter","shared usage","62062592"
"169.1701391","other-adapter-1","local usage","0"
"169.1701485","other-adapter-2","local usage","270336"
"169.1701583","primary-benchmark-adapter","local usage","31156264960"
"169.1701789","other-adapter-1","non local usage","0"
"169.1701885","other-adapter-2","non local usage","0"
"169.1701988","primary-benchmark-adapter","non local usage","62062592"
"175.1954317","other-adapter-1","dedicated usage","0"
"175.1955038","other-adapter-2","dedicated usage","270336"
"175.1955145","primary-benchmark-adapter","dedicated usage","31158558720"
"175.1955331","other-adapter-1","shared usage","0"
"175.1955429","other-adapter-2","shared usage","0"
"175.1955527","primary-benchmark-adapter","shared usage","62062592"
"175.1955708","other-adapter-1","local usage","0"
"175.1955804","other-adapter-2","local usage","270336"
"175.19559","primary-benchmark-adapter","local usage","31156264960"
"175.1956087","other-adapter-1","non local usage","0"
"175.1956181","other-adapter-2","non local usage","0"
"175.1956277","primary-benchmark-adapter","non local usage","62062592"
"181.225431","other-adapter-1","dedicated usage","0"
"181.2255067","other-adapter-2","dedicated usage","270336"
"181.2255177","primary-benchmark-adapter","dedicated usage","31158558720"
"181.2255369","other-adapter-1","shared usage","0"
"181.2255469","other-adapter-2","shared usage","0"
"181.2255569","primary-benchmark-adapter","shared usage","62062592"
"181.2255766","other-adapter-1","local usage","0"
"181.2255862","other-adapter-2","local usage","270336"
"181.2256106","primary-benchmark-adapter","local usage","31156264960"
"181.2256298","other-adapter-1","non local usage","0"
"181.2256395","other-adapter-2","non local usage","0"
"181.2256494","primary-benchmark-adapter","non local usage","62062592"
"187.255232","other-adapter-1","dedicated usage","0"
"187.2553013","other-adapter-2","dedicated usage","270336"
"187.2553122","primary-benchmark-adapter","dedicated usage","31158558720"
"187.2553316","other-adapter-1","shared usage","0"
"187.2553414","other-adapter-2","shared usage","0"
"187.2553528","primary-benchmark-adapter","shared usage","62062592"
"187.2553707","other-adapter-1","local usage","0"
"187.2553802","other-adapter-2","local usage","270336"
"187.2553899","primary-benchmark-adapter","local usage","31156264960"
"187.2554085","other-adapter-1","non local usage","0"
"187.255418","other-adapter-2","non local usage","0"
"187.2554277","primary-benchmark-adapter","non local usage","62062592"
"193.2806827","other-adapter-1","dedicated usage","0"
"193.2807554","other-adapter-2","dedicated usage","270336"
"193.2807665","primary-benchmark-adapter","dedicated usage","31158558720"
"193.2807864","other-adapter-1","shared usage","0"
"193.2807962","other-adapter-2","shared usage","0"
"193.2808067","primary-benchmark-adapter","shared usage","62062592"
"193.2808263","other-adapter-1","local usage","0"
"193.2808357","other-adapter-2","local usage","270336"
"193.2808453","primary-benchmark-adapter","local usage","31156264960"
"193.2808633","other-adapter-1","non local usage","0"
"193.2808728","other-adapter-2","non local usage","0"
"193.2808824","primary-benchmark-adapter","non local usage","62062592"
"199.307555","other-adapter-1","dedicated usage","0"
"199.3076362","other-adapter-2","dedicated usage","0"
"199.3076478","primary-benchmark-adapter","dedicated usage","0"
"199.3076687","other-adapter-1","shared usage","0"
"199.3076792","other-adapter-2","shared usage","0"
"199.3076889","primary-benchmark-adapter","shared usage","0"
"199.307711","other-adapter-1","local usage","0"
"199.3077214","other-adapter-2","local usage","0"
"199.3077308","primary-benchmark-adapter","local usage","0"
"199.307753","other-adapter-1","non local usage","0"
"199.307763","other-adapter-2","non local usage","0"
"199.3077724","primary-benchmark-adapter","non local usage","0"
