"elapsed_seconds","adapter","counter","bytes"
"84.4230436","other-adapter-2","local usage","270336"
"84.4230536","primary-benchmark-adapter","local usage","32415342592"
"84.423072","other-adapter-1","non local usage","0"
"84.4230816","other-adapter-2","non local usage","0"
"84.4230912","primary-benchmark-adapter","non local usage","85131264"
"90.4448397","other-adapter-1","dedicated usage","0"
"90.4449137","other-adapter-2","dedicated usage","270336"
"90.4449245","primary-benchmark-adapter","dedicated usage","32417636352"
"90.4449432","other-adapter-1","shared usage","0"
"90.4449532","other-adapter-2","shared usage","0"
"90.4449627","primary-benchmark-adapter","shared usage","85131264"
"90.4449805","other-adapter-1","local usage","0"
"90.4449905","other-adapter-2","local usage","270336"
"90.4450002","primary-benchmark-adapter","local usage","32415342592"
"90.4450191","other-adapter-1","non local usage","0"
"90.445029","other-adapter-2","non local usage","0"
"90.4450384","primary-benchmark-adapter","non local usage","85131264"
"96.474187","other-adapter-1","dedicated usage","0"
"96.4742596","other-adapter-2","dedicated usage","270336"
"96.4742704","primary-benchmark-adapter","dedicated usage","32417964032"
"96.4742892","other-adapter-1","shared usage","0"
"96.4742995","other-adapter-2","shared usage","0"
"96.4743089","primary-benchmark-adapter","shared usage","85131264"
"96.4743271","other-adapter-1","local usage","0"
"96.4743372","other-adapter-2","local usage","270336"
"96.474347","primary-benchmark-adapter","local usage","32415670272"
"96.4743655","other-adapter-1","non local usage","0"
"96.4743756","other-adapter-2","non local usage","0"
"96.474385","primary-benchmark-adapter","non local usage","85131264"
"102.5034532","other-adapter-1","dedicated usage","0"
"102.5035283","other-adapter-2","dedicated usage","270336"
"102.5035395","primary-benchmark-adapter","dedicated usage","32417964032"
"102.5035579","other-adapter-1","shared usage","0"
"102.503568","other-adapter-2","shared usage","0"
"102.5035776","primary-benchmark-adapter","shared usage","85131264"
"102.503596","other-adapter-1","local usage","0"
"102.5036059","other-adapter-2","local usage","270336"
"102.5036154","primary-benchmark-adapter","local usage","32415670272"
"102.5036354","other-adapter-1","non local usage","0"
"102.5036452","other-adapter-2","non local usage","0"
"102.5036545","primary-benchmark-adapter","non local usage","85131264"
"108.5284734","other-adapter-1","dedicated usage","0"
"108.5285658","other-adapter-2","dedicated usage","270336"
"108.5285798","primary-benchmark-adapter","dedicated usage","32417964032"
"108.5286075","other-adapter-1","shared usage","0"
"108.5286211","other-adapter-2","shared usage","0"
"108.5286337","primary-benchmark-adapter","shared usage","85131264"
"108.5286626","other-adapter-1","local usage","0"
"108.5286758","other-adapter-2","local usage","270336"
"108.5286896","primary-benchmark-adapter","local usage","32415670272"
"108.5287167","other-adapter-1","non local usage","0"
"108.5287288","other-adapter-2","non local usage","0"
"108.5287417","primary-benchmark-adapter","non local usage","85131264"
"114.552381","other-adapter-1","dedicated usage","0"
"114.5524543","other-adapter-2","dedicated usage","270336"
"114.552465","primary-benchmark-adapter","dedicated usage","32417964032"
"114.5524837","other-adapter-1","shared usage","0"
"114.5524934","other-adapter-2","shared usage","0"
"114.5525029","primary-benchmark-adapter","shared usage","85131264"
"114.5525207","other-adapter-1","local usage","0"
"114.5525307","other-adapter-2","local usage","270336"
"114.5525406","primary-benchmark-adapter","local usage","32415670272"
"114.5525586","other-adapter-1","non local usage","0"
"114.5525685","other-adapter-2","non local usage","0"
"114.5525783","primary-benchmark-adapter","non local usage","85131264"
"120.5830933","other-adapter-1","dedicated usage","0"
"120.5831681","other-adapter-2","dedicated usage","270336"
"120.583179","primary-benchmark-adapter","dedicated usage","32417964032"
"120.5831984","other-adapter-1","shared usage","0"
"120.5832082","other-adapter-2","shared usage","0"
"120.5832178","primary-benchmark-adapter","shared usage","85131264"
"120.5832366","other-adapter-1","local usage","0"
"120.5832466","other-adapter-2","local usage","270336"
"120.5832565","primary-benchmark-adapter","local usage","32415670272"
"120.5832755","other-adapter-1","non local usage","0"
"120.5832852","other-adapter-2","non local usage","0"
"120.5832949","primary-benchmark-adapter","non local usage","85131264"
"126.6077479","other-adapter-1","dedicated usage","0"
"126.6078174","other-adapter-2","dedicated usage","270336"
"126.6078281","primary-benchmark-adapter","dedicated usage","32417964032"
"126.6078468","other-adapter-1","shared usage","0"
"126.6078567","other-adapter-2","shared usage","0"
"126.6078661","primary-benchmark-adapter","shared usage","85131264"
"126.6078844","other-adapter-1","local usage","0"
"126.6078943","other-adapter-2","local usage","270336"
"126.6079041","primary-benchmark-adapter","local usage","32415670272"
"126.6079222","other-adapter-1","non local usage","0"
"126.6079316","other-adapter-2","non local usage","0"
"126.6079418","primary-benchmark-adapter","non local usage","85131264"
"132.6229634","other-adapter-1","dedicated usage","0"
"132.6230357","other-adapter-2","dedicated usage","270336"
"132.6230467","primary-benchmark-adapter","dedicated usage","32417964032"
"132.6230665","other-adapter-1","shared usage","0"
"132.6230765","other-adapter-2","shared usage","0"
"132.6230865","primary-benchmark-adapter","shared usage","85131264"
"132.6231053","other-adapter-1","local usage","0"
"132.6231148","other-adapter-2","local usage","270336"
"132.6231246","primary-benchmark-adapter","local usage","32415670272"
"132.6231442","other-adapter-1","non local usage","0"
"132.6231542","other-adapter-2","non local usage","0"
"132.6231639","primary-benchmark-adapter","non local usage","85131264"
"138.6545041","other-adapter-1","dedicated usage","0"
"138.6545779","other-adapter-2","dedicated usage","270336"
"138.6545888","primary-benchmark-adapter","dedicated usage","32417964032"
"138.6546077","other-adapter-1","shared usage","0"
"138.6546178","other-adapter-2","shared usage","0"
"138.6546276","primary-benchmark-adapter","shared usage","85131264"
"138.6546456","other-adapter-1","local usage","0"
"138.6546551","other-adapter-2","local usage","270336"
"138.6546649","primary-benchmark-adapter","local usage","32415670272"
"138.6546832","other-adapter-1","non local usage","0"
"138.654693","other-adapter-2","non local usage","0"
"138.6547028","primary-benchmark-adapter","non local usage","85131264"
"144.6754538","other-adapter-1","dedicated usage","0"
"144.6755285","other-adapter-2","dedicated usage","270336"
"144.6755393","primary-benchmark-adapter","dedicated usage","32417964032"
"144.6755586","other-adapter-1","shared usage","0"
"144.6755699","other-adapter-2","shared usage","0"
"144.6755795","primary-benchmark-adapter","shared usage","85131264"
"144.6755982","other-adapter-1","local usage","0"
"144.6756078","other-adapter-2","local usage","270336"
"144.6756179","primary-benchmark-adapter","local usage","32415670272"
"144.6756364","other-adapter-1","non local usage","0"
"144.6756458","other-adapter-2","non local usage","0"
"144.6756556","primary-benchmark-adapter","non local usage","85131264"
"150.6965549","other-adapter-1","dedicated usage","0"
"150.6966285","other-adapter-2","dedicated usage","270336"
"150.6966393","primary-benchmark-adapter","dedicated usage","32417964032"
"150.696658","other-adapter-1","shared usage","0"
"150.6966678","other-adapter-2","shared usage","0"
"150.6966774","primary-benchmark-adapter","shared usage","85131264"
"150.6966959","other-adapter-1","local usage","0"
"150.6967055","other-adapter-2","local usage","270336"
"150.6967154","primary-benchmark-adapter","local usage","32415670272"
"150.6967345","other-adapter-1","non local usage","0"
"150.6967441","other-adapter-2","non local usage","0"
"150.6967538","primary-benchmark-adapter","non local usage","85131264"
"156.7135847","other-adapter-1","dedicated usage","0"
"156.7136587","other-adapter-2","dedicated usage","270336"
"156.7136694","primary-benchmark-adapter","dedicated usage","32417964032"
"156.713688","other-adapter-1","shared usage","0"
"156.7136979","other-adapter-2","shared usage","0"
"156.7137074","primary-benchmark-adapter","shared usage","85131264"
"156.713726","other-adapter-1","local usage","0"
"156.7137355","other-adapter-2","local usage","270336"
"156.7137455","primary-benchmark-adapter","local usage","32415670272"
"156.7137647","other-adapter-1","non local usage","0"
"156.7137742","other-adapter-2","non local usage","0"
"156.713784","primary-benchmark-adapter","non local usage","85131264"
"162.7536904","other-adapter-1","dedicated usage","0"
"162.7537633","other-adapter-2","dedicated usage","270336"
"162.7537741","primary-benchmark-adapter","dedicated usage","32417964032"
"162.7537931","other-adapter-1","shared usage","0"
"162.753803","other-adapter-2","shared usage","0"
"162.7538125","primary-benchmark-adapter","shared usage","85131264"
"162.7538309","other-adapter-1","local usage","0"
"162.7538409","other-adapter-2","local usage","270336"
"162.7538507","primary-benchmark-adapter","local usage","32415670272"
"162.753869","other-adapter-1","non local usage","0"
"162.7538786","other-adapter-2","non local usage","0"
"162.7538884","primary-benchmark-adapter","non local usage","85131264"
