0.00.036.891 I cmn  common_param: common_params_print_info: build 10852 (050dde50c) with AppleClang 21.0.0.21000101 for Darwin arm64
0.00.831.720 I load_tensors: offloaded 31/31 layers to GPU
0.00.831.724 I load_tensors:   CPU_Mapped model buffer size =   577.50 MiB
0.00.831.725 I load_tensors:  MTL0_Mapped model buffer size = 16230.79 MiB
0.00.834.666 I llama_context: n_ctx                 = 32768
0.00.834.813 I llama_context:        CPU  output buffer size =     1.00 MiB
0.00.845.237 I llama_kv_cache:       MTL0 KV buffer size =   640.00 MiB
0.00.867.702 I llama_kv_cache:       MTL0 KV buffer size =   300.00 MiB
0.00.889.744 I sched_reserve:       MTL0 compute buffer size =   255.24 MiB
0.00.889.746 I sched_reserve:        CPU compute buffer size =    44.52 MiB
0.00.993.547 I slot   load_model: id  0 | task -1 | new slot, n_ctx = 32768
0.04.531.436 D slot handle_last_: id  0 | task 0 | slot decode token, id=25516, n_ctx = 32768, n_tokens = 2484, truncated = 0
0.04.546.433 D slot handle_last_: id  0 | task 0 | slot decode token, id=52881, n_ctx = 32768, n_tokens = 2485, truncated = 0
0.04.561.398 D slot handle_last_: id  0 | task 0 | slot decode token, id=870, n_ctx = 32768, n_tokens = 2486, truncated = 0
0.04.576.383 D slot handle_last_: id  0 | task 0 | slot decode token, id=25323, n_ctx = 32768, n_tokens = 2487, truncated = 0
0.04.591.361 D slot handle_last_: id  0 | task 0 | slot decode token, id=510, n_ctx = 32768, n_tokens = 2488, truncated = 0
0.04.606.380 D slot handle_last_: id  0 | task 0 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2489, truncated = 0
0.04.621.536 D slot handle_last_: id  0 | task 0 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2490, truncated = 0
0.04.636.549 D slot handle_last_: id  0 | task 0 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2491, truncated = 0
0.04.651.566 D slot handle_last_: id  0 | task 0 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2492, truncated = 0
0.04.666.663 D slot handle_last_: id  0 | task 0 | slot decode token, id=236778, n_ctx = 32768, n_tokens = 2493, truncated = 0
0.04.681.653 D slot handle_last_: id  0 | task 0 | slot decode token, id=1619, n_ctx = 32768, n_tokens = 2494, truncated = 0
0.04.696.670 D slot handle_last_: id  0 | task 0 | slot decode token, id=108, n_ctx = 32768, n_tokens = 2495, truncated = 0
0.04.711.623 D slot handle_last_: id  0 | task 0 | slot decode token, id=236796, n_ctx = 32768, n_tokens = 2496, truncated = 0
0.04.726.616 D slot handle_last_: id  0 | task 0 | slot decode token, id=236772, n_ctx = 32768, n_tokens = 2497, truncated = 0
0.04.741.584 D slot handle_last_: id  0 | task 0 | slot decode token, id=236935, n_ctx = 32768, n_tokens = 2498, truncated = 0
0.04.756.545 D slot handle_last_: id  0 | task 0 | slot decode token, id=236778, n_ctx = 32768, n_tokens = 2499, truncated = 0
0.04.771.681 D slot handle_last_: id  0 | task 0 | slot decode token, id=236787, n_ctx = 32768, n_tokens = 2500, truncated = 0
0.04.786.707 D slot handle_last_: id  0 | task 0 | slot decode token, id=3790, n_ctx = 32768, n_tokens = 2501, truncated = 0
0.04.801.763 D slot handle_last_: id  0 | task 0 | slot decode token, id=8249, n_ctx = 32768, n_tokens = 2502, truncated = 0
0.04.816.948 D slot handle_last_: id  0 | task 0 | slot decode token, id=528, n_ctx = 32768, n_tokens = 2503, truncated = 0
0.04.831.970 D slot handle_last_: id  0 | task 0 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2504, truncated = 0
0.04.847.006 D slot handle_last_: id  0 | task 0 | slot decode token, id=17686, n_ctx = 32768, n_tokens = 2505, truncated = 0
0.04.861.991 D slot handle_last_: id  0 | task 0 | slot decode token, id=16622, n_ctx = 32768, n_tokens = 2506, truncated = 0
0.04.877.008 D slot handle_last_: id  0 | task 0 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2507, truncated = 0
0.04.892.065 D slot handle_last_: id  0 | task 0 | slot decode token, id=108, n_ctx = 32768, n_tokens = 2508, truncated = 0
0.04.907.078 D slot handle_last_: id  0 | task 0 | slot decode token, id=236796, n_ctx = 32768, n_tokens = 2509, truncated = 0
0.04.922.075 D slot handle_last_: id  0 | task 0 | slot decode token, id=236772, n_ctx = 32768, n_tokens = 2510, truncated = 0
0.04.937.104 D slot handle_last_: id  0 | task 0 | slot decode token, id=236935, n_ctx = 32768, n_tokens = 2511, truncated = 0
0.04.952.112 D slot handle_last_: id  0 | task 0 | slot decode token, id=236800, n_ctx = 32768, n_tokens = 2512, truncated = 0
0.04.967.157 D slot handle_last_: id  0 | task 0 | slot decode token, id=236787, n_ctx = 32768, n_tokens = 2513, truncated = 0
0.04.982.166 D slot handle_last_: id  0 | task 0 | slot decode token, id=3790, n_ctx = 32768, n_tokens = 2514, truncated = 0
0.04.997.152 D slot handle_last_: id  0 | task 0 | slot decode token, id=8249, n_ctx = 32768, n_tokens = 2515, truncated = 0
0.05.012.181 D slot handle_last_: id  0 | task 0 | slot decode token, id=528, n_ctx = 32768, n_tokens = 2516, truncated = 0
0.05.027.174 D slot handle_last_: id  0 | task 0 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2517, truncated = 0
0.05.042.237 D slot handle_last_: id  0 | task 0 | slot decode token, id=17686, n_ctx = 32768, n_tokens = 2518, truncated = 0
0.05.057.267 D slot handle_last_: id  0 | task 0 | slot decode token, id=16622, n_ctx = 32768, n_tokens = 2519, truncated = 0
0.05.072.409 D slot handle_last_: id  0 | task 0 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2520, truncated = 0
0.05.087.450 I slot print_timing: id  0 | task 0 | prompt eval time =    1961.25 ms /  2451 tokens (    0.80 ms per token,  1249.71 tokens per second)
0.05.087.451 I slot print_timing: id  0 | task 0 |        eval time =    1055.72 ms /    71 tokens (   15.08 ms per token,    66.31 tokens per second)
0.07.798.125 D slot handle_last_: id  0 | task 78 | slot decode token, id=818, n_ctx = 32768, n_tokens = 2387, truncated = 0
0.07.814.362 D slot handle_last_: id  0 | task 78 | slot decode token, id=84216, n_ctx = 32768, n_tokens = 2388, truncated = 0
0.07.829.423 D slot handle_last_: id  0 | task 78 | slot decode token, id=108559, n_ctx = 32768, n_tokens = 2389, truncated = 0
0.07.844.506 D slot handle_last_: id  0 | task 78 | slot decode token, id=92137, n_ctx = 32768, n_tokens = 2390, truncated = 0
0.07.859.572 D slot handle_last_: id  0 | task 78 | slot decode token, id=236764, n_ctx = 32768, n_tokens = 2391, truncated = 0
0.07.874.625 D slot handle_last_: id  0 | task 78 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2392, truncated = 0
0.07.889.678 D slot handle_last_: id  0 | task 78 | slot decode token, id=40327, n_ctx = 32768, n_tokens = 2393, truncated = 0
0.07.904.699 D slot handle_last_: id  0 | task 78 | slot decode token, id=532, n_ctx = 32768, n_tokens = 2394, truncated = 0
0.07.919.771 D slot handle_last_: id  0 | task 78 | slot decode token, id=57226, n_ctx = 32768, n_tokens = 2395, truncated = 0
0.07.934.779 D slot handle_last_: id  0 | task 78 | slot decode token, id=236764, n_ctx = 32768, n_tokens = 2396, truncated = 0
0.07.949.798 D slot handle_last_: id  0 | task 78 | slot decode token, id=1053, n_ctx = 32768, n_tokens = 2397, truncated = 0
0.07.964.818 D slot handle_last_: id  0 | task 78 | slot decode token, id=12530, n_ctx = 32768, n_tokens = 2398, truncated = 0
0.07.979.936 D slot handle_last_: id  0 | task 78 | slot decode token, id=699, n_ctx = 32768, n_tokens = 2399, truncated = 0
0.07.995.015 D slot handle_last_: id  0 | task 78 | slot decode token, id=38183, n_ctx = 32768, n_tokens = 2400, truncated = 0
0.08.010.103 D slot handle_last_: id  0 | task 78 | slot decode token, id=4402, n_ctx = 32768, n_tokens = 2401, truncated = 0
0.08.025.448 D slot handle_last_: id  0 | task 78 | slot decode token, id=1131, n_ctx = 32768, n_tokens = 2402, truncated = 0
0.08.040.751 D slot handle_last_: id  0 | task 78 | slot decode token, id=5255, n_ctx = 32768, n_tokens = 2403, truncated = 0
0.08.056.033 D slot handle_last_: id  0 | task 78 | slot decode token, id=7789, n_ctx = 32768, n_tokens = 2404, truncated = 0
0.08.071.435 D slot handle_last_: id  0 | task 78 | slot decode token, id=600, n_ctx = 32768, n_tokens = 2405, truncated = 0
0.08.088.204 D slot handle_last_: id  0 | task 78 | slot decode token, id=128092, n_ctx = 32768, n_tokens = 2406, truncated = 0
0.08.103.238 D slot handle_last_: id  0 | task 78 | slot decode token, id=528, n_ctx = 32768, n_tokens = 2407, truncated = 0
0.08.118.278 D slot handle_last_: id  0 | task 78 | slot decode token, id=15280, n_ctx = 32768, n_tokens = 2408, truncated = 0
0.08.133.394 D slot handle_last_: id  0 | task 78 | slot decode token, id=532, n_ctx = 32768, n_tokens = 2409, truncated = 0
0.08.148.474 D slot handle_last_: id  0 | task 78 | slot decode token, id=15831, n_ctx = 32768, n_tokens = 2410, truncated = 0
0.08.163.730 D slot handle_last_: id  0 | task 78 | slot decode token, id=870, n_ctx = 32768, n_tokens = 2411, truncated = 0
0.08.178.981 D slot handle_last_: id  0 | task 78 | slot decode token, id=25323, n_ctx = 32768, n_tokens = 2412, truncated = 0
0.08.194.477 D slot handle_last_: id  0 | task 78 | slot decode token, id=510, n_ctx = 32768, n_tokens = 2413, truncated = 0
0.08.209.711 D slot handle_last_: id  0 | task 78 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2414, truncated = 0
0.08.224.667 D slot handle_last_: id  0 | task 78 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2415, truncated = 0
0.08.239.674 D slot handle_last_: id  0 | task 78 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2416, truncated = 0
0.08.254.665 D slot handle_last_: id  0 | task 78 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2417, truncated = 0
0.08.269.696 D slot handle_last_: id  0 | task 78 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2418, truncated = 0
0.08.284.689 D slot handle_last_: id  0 | task 78 | slot decode token, id=1619, n_ctx = 32768, n_tokens = 2419, truncated = 0
0.08.300.001 D slot handle_last_: id  0 | task 78 | slot decode token, id=669, n_ctx = 32768, n_tokens = 2420, truncated = 0
0.08.314.993 D slot handle_last_: id  0 | task 78 | slot decode token, id=3260, n_ctx = 32768, n_tokens = 2421, truncated = 0
0.08.329.977 D slot handle_last_: id  0 | task 78 | slot decode token, id=102769, n_ctx = 32768, n_tokens = 2422, truncated = 0
0.08.345.065 D slot handle_last_: id  0 | task 78 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2423, truncated = 0
0.08.360.222 D slot handle_last_: id  0 | task 78 | slot decode token, id=57226, n_ctx = 32768, n_tokens = 2424, truncated = 0
0.08.375.276 D slot handle_last_: id  0 | task 78 | slot decode token, id=618, n_ctx = 32768, n_tokens = 2425, truncated = 0
0.08.390.315 D slot handle_last_: id  0 | task 78 | slot decode token, id=4325, n_ctx = 32768, n_tokens = 2426, truncated = 0
0.08.405.524 D slot handle_last_: id  0 | task 78 | slot decode token, id=26125, n_ctx = 32768, n_tokens = 2427, truncated = 0
0.08.420.530 D slot handle_last_: id  0 | task 78 | slot decode token, id=785, n_ctx = 32768, n_tokens = 2428, truncated = 0
0.08.435.530 D slot handle_last_: id  0 | task 78 | slot decode token, id=206657, n_ctx = 32768, n_tokens = 2429, truncated = 0
0.08.450.555 D slot handle_last_: id  0 | task 78 | slot decode token, id=529, n_ctx = 32768, n_tokens = 2430, truncated = 0
0.08.465.690 D slot handle_last_: id  0 | task 78 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2431, truncated = 0
0.08.480.661 D slot handle_last_: id  0 | task 78 | slot decode token, id=5226, n_ctx = 32768, n_tokens = 2432, truncated = 0
0.08.495.801 D slot handle_last_: id  0 | task 78 | slot decode token, id=39660, n_ctx = 32768, n_tokens = 2433, truncated = 0
0.08.511.983 D slot handle_last_: id  0 | task 78 | slot decode token, id=90666, n_ctx = 32768, n_tokens = 2434, truncated = 0
0.08.529.600 D slot handle_last_: id  0 | task 78 | slot decode token, id=163440, n_ctx = 32768, n_tokens = 2435, truncated = 0
0.08.548.248 D slot handle_last_: id  0 | task 78 | slot decode token, id=532, n_ctx = 32768, n_tokens = 2436, truncated = 0
0.08.565.062 D slot handle_last_: id  0 | task 78 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2437, truncated = 0
0.08.582.734 D slot handle_last_: id  0 | task 78 | slot decode token, id=40327, n_ctx = 32768, n_tokens = 2438, truncated = 0
0.08.602.028 D slot handle_last_: id  0 | task 78 | slot decode token, id=618, n_ctx = 32768, n_tokens = 2439, truncated = 0
0.08.620.279 D slot handle_last_: id  0 | task 78 | slot decode token, id=98740, n_ctx = 32768, n_tokens = 2440, truncated = 0
0.08.636.964 D slot handle_last_: id  0 | task 78 | slot decode token, id=206657, n_ctx = 32768, n_tokens = 2441, truncated = 0
0.08.652.823 D slot handle_last_: id  0 | task 78 | slot decode token, id=529, n_ctx = 32768, n_tokens = 2442, truncated = 0
0.08.668.550 D slot handle_last_: id  0 | task 78 | slot decode token, id=31768, n_ctx = 32768, n_tokens = 2443, truncated = 0
0.08.684.702 D slot handle_last_: id  0 | task 78 | slot decode token, id=605, n_ctx = 32768, n_tokens = 2444, truncated = 0
0.08.700.691 D slot handle_last_: id  0 | task 78 | slot decode token, id=870, n_ctx = 32768, n_tokens = 2445, truncated = 0
0.08.715.774 D slot handle_last_: id  0 | task 78 | slot decode token, id=25323, n_ctx = 32768, n_tokens = 2446, truncated = 0
0.08.730.823 D slot handle_last_: id  0 | task 78 | slot decode token, id=510, n_ctx = 32768, n_tokens = 2447, truncated = 0
0.08.748.139 D slot handle_last_: id  0 | task 78 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2448, truncated = 0
0.08.769.388 D slot handle_last_: id  0 | task 78 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2449, truncated = 0
0.08.789.769 D slot handle_last_: id  0 | task 78 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2450, truncated = 0
0.08.808.692 D slot handle_last_: id  0 | task 78 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2451, truncated = 0
0.08.826.936 D slot handle_last_: id  0 | task 78 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2452, truncated = 0
0.08.845.359 D slot handle_last_: id  0 | task 78 | slot decode token, id=1619, n_ctx = 32768, n_tokens = 2453, truncated = 0
0.08.865.836 D slot handle_last_: id  0 | task 78 | slot decode token, id=669, n_ctx = 32768, n_tokens = 2454, truncated = 0
0.08.884.378 D slot handle_last_: id  0 | task 78 | slot decode token, id=3260, n_ctx = 32768, n_tokens = 2455, truncated = 0
0.08.902.420 D slot handle_last_: id  0 | task 78 | slot decode token, id=3342, n_ctx = 32768, n_tokens = 2456, truncated = 0
0.08.920.625 D slot handle_last_: id  0 | task 78 | slot decode token, id=15517, n_ctx = 32768, n_tokens = 2457, truncated = 0
0.08.939.899 D slot handle_last_: id  0 | task 78 | slot decode token, id=1239, n_ctx = 32768, n_tokens = 2458, truncated = 0
0.08.958.285 D slot handle_last_: id  0 | task 78 | slot decode token, id=4402, n_ctx = 32768, n_tokens = 2459, truncated = 0
0.08.976.354 D slot handle_last_: id  0 | task 78 | slot decode token, id=618, n_ctx = 32768, n_tokens = 2460, truncated = 0
0.08.994.518 D slot handle_last_: id  0 | task 78 | slot decode token, id=1646, n_ctx = 32768, n_tokens = 2461, truncated = 0
0.09.012.810 D slot handle_last_: id  0 | task 78 | slot decode token, id=27222, n_ctx = 32768, n_tokens = 2462, truncated = 0
0.09.031.466 D slot handle_last_: id  0 | task 78 | slot decode token, id=684, n_ctx = 32768, n_tokens = 2463, truncated = 0
0.09.049.471 D slot handle_last_: id  0 | task 78 | slot decode token, id=10887, n_ctx = 32768, n_tokens = 2464, truncated = 0
0.09.067.662 D slot handle_last_: id  0 | task 78 | slot decode token, id=497, n_ctx = 32768, n_tokens = 2465, truncated = 0
0.09.085.708 D slot handle_last_: id  0 | task 78 | slot decode token, id=4820, n_ctx = 32768, n_tokens = 2466, truncated = 0
0.09.104.307 D slot handle_last_: id  0 | task 78 | slot decode token, id=38871, n_ctx = 32768, n_tokens = 2467, truncated = 0
0.09.124.395 D slot handle_last_: id  0 | task 78 | slot decode token, id=531, n_ctx = 32768, n_tokens = 2468, truncated = 0
0.09.142.551 D slot handle_last_: id  0 | task 78 | slot decode token, id=104616, n_ctx = 32768, n_tokens = 2469, truncated = 0
0.09.160.634 D slot handle_last_: id  0 | task 78 | slot decode token, id=532, n_ctx = 32768, n_tokens = 2470, truncated = 0
0.09.178.838 D slot handle_last_: id  0 | task 78 | slot decode token, id=496, n_ctx = 32768, n_tokens = 2471, truncated = 0
0.09.198.427 D slot handle_last_: id  0 | task 78 | slot decode token, id=6205, n_ctx = 32768, n_tokens = 2472, truncated = 0
0.09.216.498 D slot handle_last_: id  0 | task 78 | slot decode token, id=8613, n_ctx = 32768, n_tokens = 2473, truncated = 0
0.09.234.563 D slot handle_last_: id  0 | task 78 | slot decode token, id=531, n_ctx = 32768, n_tokens = 2474, truncated = 0
0.09.252.666 D slot handle_last_: id  0 | task 78 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2475, truncated = 0
0.09.271.142 D slot handle_last_: id  0 | task 78 | slot decode token, id=3245, n_ctx = 32768, n_tokens = 2476, truncated = 0
0.09.289.752 D slot handle_last_: id  0 | task 78 | slot decode token, id=870, n_ctx = 32768, n_tokens = 2477, truncated = 0
0.09.307.902 D slot handle_last_: id  0 | task 78 | slot decode token, id=25323, n_ctx = 32768, n_tokens = 2478, truncated = 0
0.09.326.218 D slot handle_last_: id  0 | task 78 | slot decode token, id=510, n_ctx = 32768, n_tokens = 2479, truncated = 0
0.09.344.243 D slot handle_last_: id  0 | task 78 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2480, truncated = 0
0.09.362.584 D slot handle_last_: id  0 | task 78 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2481, truncated = 0
0.09.381.340 D slot handle_last_: id  0 | task 78 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2482, truncated = 0
0.09.399.495 D slot handle_last_: id  0 | task 78 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2483, truncated = 0
0.09.417.598 D slot handle_last_: id  0 | task 78 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2484, truncated = 0
0.09.435.831 D slot handle_last_: id  0 | task 78 | slot decode token, id=1619, n_ctx = 32768, n_tokens = 2485, truncated = 0
0.09.453.811 D slot handle_last_: id  0 | task 78 | slot decode token, id=108, n_ctx = 32768, n_tokens = 2486, truncated = 0
0.09.472.955 D slot handle_last_: id  0 | task 78 | slot decode token, id=902, n_ctx = 32768, n_tokens = 2487, truncated = 0
0.09.491.206 D slot handle_last_: id  0 | task 78 | slot decode token, id=6027, n_ctx = 32768, n_tokens = 2488, truncated = 0
0.09.509.349 D slot handle_last_: id  0 | task 78 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2489, truncated = 0
0.09.527.658 D slot handle_last_: id  0 | task 78 | slot decode token, id=236810, n_ctx = 32768, n_tokens = 2490, truncated = 0
0.09.545.960 D slot handle_last_: id  0 | task 78 | slot decode token, id=236800, n_ctx = 32768, n_tokens = 2491, truncated = 0
0.09.564.415 D slot handle_last_: id  0 | task 78 | slot decode token, id=236778, n_ctx = 32768, n_tokens = 2492, truncated = 0
0.09.582.666 D slot handle_last_: id  0 | task 78 | slot decode token, id=236764, n_ctx = 32768, n_tokens = 2493, truncated = 0
0.09.601.185 D slot handle_last_: id  0 | task 78 | slot decode token, id=3382, n_ctx = 32768, n_tokens = 2494, truncated = 0
0.09.619.566 D slot handle_last_: id  0 | task 78 | slot decode token, id=10316, n_ctx = 32768, n_tokens = 2495, truncated = 0
0.09.637.995 D slot handle_last_: id  0 | task 78 | slot decode token, id=6074, n_ctx = 32768, n_tokens = 2496, truncated = 0
0.09.656.371 D slot handle_last_: id  0 | task 78 | slot decode token, id=1308, n_ctx = 32768, n_tokens = 2497, truncated = 0
0.09.674.414 D slot handle_last_: id  0 | task 78 | slot decode token, id=31768, n_ctx = 32768, n_tokens = 2498, truncated = 0
0.09.692.606 D slot handle_last_: id  0 | task 78 | slot decode token, id=1037, n_ctx = 32768, n_tokens = 2499, truncated = 0
0.09.710.833 D slot handle_last_: id  0 | task 78 | slot decode token, id=11496, n_ctx = 32768, n_tokens = 2500, truncated = 0
0.09.729.313 D slot handle_last_: id  0 | task 78 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2501, truncated = 0
0.09.747.887 D slot handle_last_: id  0 | task 78 | slot decode token, id=14860, n_ctx = 32768, n_tokens = 2502, truncated = 0
0.09.766.080 D slot handle_last_: id  0 | task 78 | slot decode token, id=529, n_ctx = 32768, n_tokens = 2503, truncated = 0
0.09.784.426 D slot handle_last_: id  0 | task 78 | slot decode token, id=3382, n_ctx = 32768, n_tokens = 2504, truncated = 0
0.09.802.562 D slot handle_last_: id  0 | task 78 | slot decode token, id=66894, n_ctx = 32768, n_tokens = 2505, truncated = 0
0.09.820.912 D slot handle_last_: id  0 | task 78 | slot decode token, id=699, n_ctx = 32768, n_tokens = 2506, truncated = 0
0.09.839.496 D slot handle_last_: id  0 | task 78 | slot decode token, id=1800, n_ctx = 32768, n_tokens = 2507, truncated = 0
0.09.857.504 D slot handle_last_: id  0 | task 78 | slot decode token, id=9174, n_ctx = 32768, n_tokens = 2508, truncated = 0
0.09.875.499 D slot handle_last_: id  0 | task 78 | slot decode token, id=870, n_ctx = 32768, n_tokens = 2509, truncated = 0
0.09.893.638 D slot handle_last_: id  0 | task 78 | slot decode token, id=25323, n_ctx = 32768, n_tokens = 2510, truncated = 0
0.09.911.811 D slot handle_last_: id  0 | task 78 | slot decode token, id=510, n_ctx = 32768, n_tokens = 2511, truncated = 0
0.09.930.989 D slot handle_last_: id  0 | task 78 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2512, truncated = 0
0.09.949.055 D slot handle_last_: id  0 | task 78 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2513, truncated = 0
0.09.967.216 D slot handle_last_: id  0 | task 78 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2514, truncated = 0
0.09.985.318 D slot handle_last_: id  0 | task 78 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2515, truncated = 0
0.10.003.418 D slot handle_last_: id  0 | task 78 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2516, truncated = 0
