0.00.254.512 I load_tensors: offloaded 37/37 layers to GPU
0.00.254.515 I load_tensors:   CPU_Mapped model buffer size =   333.84 MiB
0.00.254.515 I load_tensors:  MTL0_Mapped model buffer size =  4789.19 MiB
0.00.255.744 I llama_context: n_ctx                 = 32768
0.00.255.850 I llama_context:        CPU  output buffer size =     0.58 MiB
0.00.351.903 I llama_kv_cache:       MTL0 KV buffer size =  4608.00 MiB
0.00.500.993 I sched_reserve:       MTL0 compute buffer size =   202.37 MiB
0.00.500.995 I sched_reserve:        CPU compute buffer size =    48.01 MiB
0.00.607.697 I slot   load_model: id  0 | task -1 | new slot, n_ctx = 32768
0.05.577.668 D slot handle_last_: id  0 | task 0 | slot decode token, id=7035, n_ctx = 32768, n_tokens = 2455, truncated = 0
0.05.601.508 D slot handle_last_: id  0 | task 0 | slot decode token, id=220, n_ctx = 32768, n_tokens = 2456, truncated = 0
0.05.625.416 D slot handle_last_: id  0 | task 0 | slot decode token, id=18, n_ctx = 32768, n_tokens = 2457, truncated = 0
0.05.649.388 D slot handle_last_: id  0 | task 0 | slot decode token, id=20, n_ctx = 32768, n_tokens = 2458, truncated = 0
0.05.673.122 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 2459, truncated = 0
0.05.696.164 D slot handle_last_: id  0 | task 0 | slot decode token, id=15, n_ctx = 32768, n_tokens = 2460, truncated = 0
0.05.719.659 D slot handle_last_: id  0 | task 0 | slot decode token, id=15, n_ctx = 32768, n_tokens = 2461, truncated = 0
0.05.743.657 D slot handle_last_: id  0 | task 0 | slot decode token, id=15, n_ctx = 32768, n_tokens = 2462, truncated = 0
0.05.767.759 D slot handle_last_: id  0 | task 0 | slot decode token, id=16375, n_ctx = 32768, n_tokens = 2463, truncated = 0
0.05.791.636 D slot handle_last_: id  0 | task 0 | slot decode token, id=21063, n_ctx = 32768, n_tokens = 2464, truncated = 0
0.05.815.464 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 2465, truncated = 0
0.05.838.969 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2466, truncated = 0
0.05.861.527 D slot handle_last_: id  0 | task 0 | slot decode token, id=74363, n_ctx = 32768, n_tokens = 2467, truncated = 0
0.05.885.422 D slot handle_last_: id  0 | task 0 | slot decode token, id=347, n_ctx = 32768, n_tokens = 2468, truncated = 0
0.05.909.550 D slot handle_last_: id  0 | task 0 | slot decode token, id=6648, n_ctx = 32768, n_tokens = 2469, truncated = 0
0.05.933.398 D slot handle_last_: id  0 | task 0 | slot decode token, id=11703, n_ctx = 32768, n_tokens = 2470, truncated = 0
0.05.957.281 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 2471, truncated = 0
0.05.980.715 D slot handle_last_: id  0 | task 0 | slot decode token, id=330, n_ctx = 32768, n_tokens = 2472, truncated = 0
0.06.003.330 D slot handle_last_: id  0 | task 0 | slot decode token, id=2132, n_ctx = 32768, n_tokens = 2473, truncated = 0
0.06.027.174 D slot handle_last_: id  0 | task 0 | slot decode token, id=374, n_ctx = 32768, n_tokens = 2474, truncated = 0
0.06.051.168 D slot handle_last_: id  0 | task 0 | slot decode token, id=1053, n_ctx = 32768, n_tokens = 2475, truncated = 0
0.06.075.130 D slot handle_last_: id  0 | task 0 | slot decode token, id=429, n_ctx = 32768, n_tokens = 2476, truncated = 0
0.06.099.075 D slot handle_last_: id  0 | task 0 | slot decode token, id=220, n_ctx = 32768, n_tokens = 2477, truncated = 0
0.06.123.332 D slot handle_last_: id  0 | task 0 | slot decode token, id=18, n_ctx = 32768, n_tokens = 2478, truncated = 0
0.06.146.528 D slot handle_last_: id  0 | task 0 | slot decode token, id=20, n_ctx = 32768, n_tokens = 2479, truncated = 0
0.06.169.412 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 2480, truncated = 0
0.06.193.315 D slot handle_last_: id  0 | task 0 | slot decode token, id=15, n_ctx = 32768, n_tokens = 2481, truncated = 0
0.06.217.416 D slot handle_last_: id  0 | task 0 | slot decode token, id=15, n_ctx = 32768, n_tokens = 2482, truncated = 0
0.06.241.504 D slot handle_last_: id  0 | task 0 | slot decode token, id=15, n_ctx = 32768, n_tokens = 2483, truncated = 0
0.06.265.526 D slot handle_last_: id  0 | task 0 | slot decode token, id=2953, n_ctx = 32768, n_tokens = 2484, truncated = 0
0.06.289.484 D slot handle_last_: id  0 | task 0 | slot decode token, id=1033, n_ctx = 32768, n_tokens = 2485, truncated = 0
0.06.312.114 D slot handle_last_: id  0 | task 0 | slot decode token, id=69186, n_ctx = 32768, n_tokens = 2486, truncated = 0
0.06.336.000 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 2487, truncated = 0
0.06.360.109 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2488, truncated = 0
0.06.384.113 D slot handle_last_: id  0 | task 0 | slot decode token, id=4743, n_ctx = 32768, n_tokens = 2489, truncated = 0
0.06.408.024 D slot handle_last_: id  0 | task 0 | slot decode token, id=2849, n_ctx = 32768, n_tokens = 2490, truncated = 0
0.06.431.805 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2491, truncated = 0
0.06.454.710 D slot handle_last_: id  0 | task 0 | slot decode token, id=419, n_ctx = 32768, n_tokens = 2492, truncated = 0
0.06.477.854 D slot handle_last_: id  0 | task 0 | slot decode token, id=2244, n_ctx = 32768, n_tokens = 2493, truncated = 0
0.06.501.650 D slot handle_last_: id  0 | task 0 | slot decode token, id=364, n_ctx = 32768, n_tokens = 2494, truncated = 0
0.06.525.666 D slot handle_last_: id  0 | task 0 | slot decode token, id=50, n_ctx = 32768, n_tokens = 2495, truncated = 0
0.06.549.610 D slot handle_last_: id  0 | task 0 | slot decode token, id=291, n_ctx = 32768, n_tokens = 2496, truncated = 0
0.06.573.503 D slot handle_last_: id  0 | task 0 | slot decode token, id=680, n_ctx = 32768, n_tokens = 2497, truncated = 0
0.06.596.624 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2498, truncated = 0
0.06.619.630 D slot handle_last_: id  0 | task 0 | slot decode token, id=451, n_ctx = 32768, n_tokens = 2499, truncated = 0
0.06.643.660 D slot handle_last_: id  0 | task 0 | slot decode token, id=11496, n_ctx = 32768, n_tokens = 2500, truncated = 0
0.06.668.381 D slot handle_last_: id  0 | task 0 | slot decode token, id=14913, n_ctx = 32768, n_tokens = 2501, truncated = 0
0.06.692.765 D slot handle_last_: id  0 | task 0 | slot decode token, id=508, n_ctx = 32768, n_tokens = 2502, truncated = 0
0.06.716.974 D slot handle_last_: id  0 | task 0 | slot decode token, id=23424, n_ctx = 32768, n_tokens = 2503, truncated = 0
0.06.741.159 D slot handle_last_: id  0 | task 0 | slot decode token, id=281, n_ctx = 32768, n_tokens = 2504, truncated = 0
0.06.765.463 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 2505, truncated = 0
0.06.789.469 D slot handle_last_: id  0 | task 0 | slot decode token, id=220, n_ctx = 32768, n_tokens = 2506, truncated = 0
0.06.812.434 D slot handle_last_: id  0 | task 0 | slot decode token, id=16, n_ctx = 32768, n_tokens = 2507, truncated = 0
0.06.835.881 D slot handle_last_: id  0 | task 0 | slot decode token, id=15, n_ctx = 32768, n_tokens = 2508, truncated = 0
0.06.860.058 D slot handle_last_: id  0 | task 0 | slot decode token, id=21, n_ctx = 32768, n_tokens = 2509, truncated = 0
0.06.884.234 D slot handle_last_: id  0 | task 0 | slot decode token, id=29562, n_ctx = 32768, n_tokens = 2510, truncated = 0
0.06.908.495 D slot handle_last_: id  0 | task 0 | slot decode token, id=35, n_ctx = 32768, n_tokens = 2511, truncated = 0
0.06.932.610 D slot handle_last_: id  0 | task 0 | slot decode token, id=28242, n_ctx = 32768, n_tokens = 2512, truncated = 0
0.06.956.816 D slot handle_last_: id  0 | task 0 | slot decode token, id=18, n_ctx = 32768, n_tokens = 2513, truncated = 0
0.06.979.791 D slot handle_last_: id  0 | task 0 | slot decode token, id=25, n_ctx = 32768, n_tokens = 2514, truncated = 0
0.07.003.065 D slot handle_last_: id  0 | task 0 | slot decode token, id=576, n_ctx = 32768, n_tokens = 2515, truncated = 0
0.07.027.171 D slot handle_last_: id  0 | task 0 | slot decode token, id=4734, n_ctx = 32768, n_tokens = 2516, truncated = 0
0.07.051.268 D slot handle_last_: id  0 | task 0 | slot decode token, id=8090, n_ctx = 32768, n_tokens = 2517, truncated = 0
0.07.075.309 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2518, truncated = 0
0.07.099.115 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2519, truncated = 0
0.07.122.965 D slot handle_last_: id  0 | task 0 | slot decode token, id=74363, n_ctx = 32768, n_tokens = 2520, truncated = 0
0.07.145.649 D slot handle_last_: id  0 | task 0 | slot decode token, id=347, n_ctx = 32768, n_tokens = 2521, truncated = 0
0.07.169.434 D slot handle_last_: id  0 | task 0 | slot decode token, id=6648, n_ctx = 32768, n_tokens = 2522, truncated = 0
0.07.193.343 D slot handle_last_: id  0 | task 0 | slot decode token, id=11703, n_ctx = 32768, n_tokens = 2523, truncated = 0
0.07.217.429 D slot handle_last_: id  0 | task 0 | slot decode token, id=374, n_ctx = 32768, n_tokens = 2524, truncated = 0
0.07.241.438 D slot handle_last_: id  0 | task 0 | slot decode token, id=537, n_ctx = 32768, n_tokens = 2525, truncated = 0
0.07.265.418 D slot handle_last_: id  0 | task 0 | slot decode token, id=10982, n_ctx = 32768, n_tokens = 2526, truncated = 0
0.07.288.558 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 2527, truncated = 0
0.07.311.377 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2528, truncated = 0
0.07.335.414 D slot handle_last_: id  0 | task 0 | slot decode token, id=17221, n_ctx = 32768, n_tokens = 2529, truncated = 0
0.07.359.414 D slot handle_last_: id  0 | task 0 | slot decode token, id=21085, n_ctx = 32768, n_tokens = 2530, truncated = 0
0.07.383.376 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 2531, truncated = 0
0.07.407.387 D slot handle_last_: id  0 | task 0 | slot decode token, id=2806, n_ctx = 32768, n_tokens = 2532, truncated = 0
0.07.431.224 D slot handle_last_: id  0 | task 0 | slot decode token, id=10982, n_ctx = 32768, n_tokens = 2533, truncated = 0
0.07.454.061 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 2534, truncated = 0
0.07.477.647 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2535, truncated = 0
0.07.501.615 D slot handle_last_: id  0 | task 0 | slot decode token, id=17221, n_ctx = 32768, n_tokens = 2536, truncated = 0
0.07.525.554 D slot handle_last_: id  0 | task 0 | slot decode token, id=21085, n_ctx = 32768, n_tokens = 2537, truncated = 0
0.07.549.352 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 2538, truncated = 0
0.07.573.088 I slot print_timing: id  0 | task 0 | prompt eval time =    2325.16 ms /  2405 tokens (    0.97 ms per token,  1034.34 tokens per second)
0.07.573.089 I slot print_timing: id  0 | task 0 |        eval time =    3177.11 ms /   135 tokens (   23.71 ms per token,    42.18 tokens per second)
0.10.385.299 D slot handle_last_: id  0 | task 140 | slot decode token, id=785, n_ctx = 32768, n_tokens = 2345, truncated = 0
0.10.409.778 D slot handle_last_: id  0 | task 140 | slot decode token, id=21085, n_ctx = 32768, n_tokens = 2346, truncated = 0
0.10.433.541 D slot handle_last_: id  0 | task 140 | slot decode token, id=12033, n_ctx = 32768, n_tokens = 2347, truncated = 0
0.10.457.317 D slot handle_last_: id  0 | task 140 | slot decode token, id=553, n_ctx = 32768, n_tokens = 2348, truncated = 0
0.10.480.291 D slot handle_last_: id  0 | task 140 | slot decode token, id=73955, n_ctx = 32768, n_tokens = 2349, truncated = 0
0.10.503.147 D slot handle_last_: id  0 | task 140 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2350, truncated = 0
0.10.526.948 D slot handle_last_: id  0 | task 140 | slot decode token, id=24382, n_ctx = 32768, n_tokens = 2351, truncated = 0
0.10.550.735 D slot handle_last_: id  0 | task 140 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2352, truncated = 0
0.10.574.480 D slot handle_last_: id  0 | task 140 | slot decode token, id=17500, n_ctx = 32768, n_tokens = 2353, truncated = 0
0.10.598.136 D slot handle_last_: id  0 | task 140 | slot decode token, id=2210, n_ctx = 32768, n_tokens = 2354, truncated = 0
0.10.620.735 D slot handle_last_: id  0 | task 140 | slot decode token, id=11, n_ctx = 32768, n_tokens = 2355, truncated = 0
0.10.644.414 D slot handle_last_: id  0 | task 140 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2356, truncated = 0
0.10.669.211 D slot handle_last_: id  0 | task 140 | slot decode token, id=7403, n_ctx = 32768, n_tokens = 2357, truncated = 0
0.10.693.435 D slot handle_last_: id  0 | task 140 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2358, truncated = 0
0.10.717.413 D slot handle_last_: id  0 | task 140 | slot decode token, id=576, n_ctx = 32768, n_tokens = 2359, truncated = 0
0.10.741.365 D slot handle_last_: id  0 | task 140 | slot decode token, id=347, n_ctx = 32768, n_tokens = 2360, truncated = 0
0.10.765.469 D slot handle_last_: id  0 | task 140 | slot decode token, id=6215, n_ctx = 32768, n_tokens = 2361, truncated = 0
0.10.788.815 D slot handle_last_: id  0 | task 140 | slot decode token, id=11, n_ctx = 32768, n_tokens = 2362, truncated = 0
0.10.811.809 D slot handle_last_: id  0 | task 140 | slot decode token, id=448, n_ctx = 32768, n_tokens = 2363, truncated = 0
0.10.835.850 D slot handle_last_: id  0 | task 140 | slot decode token, id=429, n_ctx = 32768, n_tokens = 2364, truncated = 0
0.10.859.945 D slot handle_last_: id  0 | task 140 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2365, truncated = 0
0.10.884.031 D slot handle_last_: id  0 | task 140 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2366, truncated = 0
0.10.908.079 D slot handle_last_: id  0 | task 140 | slot decode token, id=2244, n_ctx = 32768, n_tokens = 2367, truncated = 0
0.10.931.986 D slot handle_last_: id  0 | task 140 | slot decode token, id=94939, n_ctx = 32768, n_tokens = 2368, truncated = 0
0.10.955.199 D slot handle_last_: id  0 | task 140 | slot decode token, id=20445, n_ctx = 32768, n_tokens = 2369, truncated = 0
0.10.978.116 D slot handle_last_: id  0 | task 140 | slot decode token, id=11, n_ctx = 32768, n_tokens = 2370, truncated = 0
0.11.002.196 D slot handle_last_: id  0 | task 140 | slot decode token, id=38586, n_ctx = 32768, n_tokens = 2371, truncated = 0
0.11.026.231 D slot handle_last_: id  0 | task 140 | slot decode token, id=17500, n_ctx = 32768, n_tokens = 2372, truncated = 0
0.11.050.173 D slot handle_last_: id  0 | task 140 | slot decode token, id=2210, n_ctx = 32768, n_tokens = 2373, truncated = 0
0.11.074.036 D slot handle_last_: id  0 | task 140 | slot decode token, id=594, n_ctx = 32768, n_tokens = 2374, truncated = 0
0.11.097.652 D slot handle_last_: id  0 | task 140 | slot decode token, id=6853, n_ctx = 32768, n_tokens = 2375, truncated = 0
0.11.120.235 D slot handle_last_: id  0 | task 140 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2376, truncated = 0
0.11.144.135 D slot handle_last_: id  0 | task 140 | slot decode token, id=44615, n_ctx = 32768, n_tokens = 2377, truncated = 0
0.11.168.102 D slot handle_last_: id  0 | task 140 | slot decode token, id=311, n_ctx = 32768, n_tokens = 2378, truncated = 0
0.11.192.118 D slot handle_last_: id  0 | task 140 | slot decode token, id=33034, n_ctx = 32768, n_tokens = 2379, truncated = 0
0.11.215.892 D slot handle_last_: id  0 | task 140 | slot decode token, id=1059, n_ctx = 32768, n_tokens = 2380, truncated = 0
0.11.239.654 D slot handle_last_: id  0 | task 140 | slot decode token, id=65094, n_ctx = 32768, n_tokens = 2381, truncated = 0
0.11.262.248 D slot handle_last_: id  0 | task 140 | slot decode token, id=323, n_ctx = 32768, n_tokens = 2382, truncated = 0
0.11.285.860 D slot handle_last_: id  0 | task 140 | slot decode token, id=1059, n_ctx = 32768, n_tokens = 2383, truncated = 0
0.11.309.800 D slot handle_last_: id  0 | task 140 | slot decode token, id=41735, n_ctx = 32768, n_tokens = 2384, truncated = 0
0.11.333.537 D slot handle_last_: id  0 | task 140 | slot decode token, id=4709, n_ctx = 32768, n_tokens = 2385, truncated = 0
0.11.357.454 D slot handle_last_: id  0 | task 140 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2386, truncated = 0
0.11.380.634 D slot handle_last_: id  0 | task 140 | slot decode token, id=4694, n_ctx = 32768, n_tokens = 2387, truncated = 0
0.11.403.146 D slot handle_last_: id  0 | task 140 | slot decode token, id=1283, n_ctx = 32768, n_tokens = 2388, truncated = 0
0.11.427.034 D slot handle_last_: id  0 | task 140 | slot decode token, id=576, n_ctx = 32768, n_tokens = 2389, truncated = 0
0.11.450.961 D slot handle_last_: id  0 | task 140 | slot decode token, id=347, n_ctx = 32768, n_tokens = 2390, truncated = 0
0.11.474.833 D slot handle_last_: id  0 | task 140 | slot decode token, id=6215, n_ctx = 32768, n_tokens = 2391, truncated = 0
0.11.498.615 D slot handle_last_: id  0 | task 140 | slot decode token, id=594, n_ctx = 32768, n_tokens = 2392, truncated = 0
0.11.521.423 D slot handle_last_: id  0 | task 140 | slot decode token, id=4545, n_ctx = 32768, n_tokens = 2393, truncated = 0
0.11.544.666 D slot handle_last_: id  0 | task 140 | slot decode token, id=13, n_ctx = 32768, n_tokens = 2394, truncated = 0
0.11.568.523 D slot handle_last_: id  0 | task 140 | slot decode token, id=1084, n_ctx = 32768, n_tokens = 2395, truncated = 0
0.11.592.510 D slot handle_last_: id  0 | task 140 | slot decode token, id=1221, n_ctx = 32768, n_tokens = 2396, truncated = 0
0.11.616.317 D slot handle_last_: id  0 | task 140 | slot decode token, id=33592, n_ctx = 32768, n_tokens = 2397, truncated = 0
0.11.640.223 D slot handle_last_: id  0 | task 140 | slot decode token, id=311, n_ctx = 32768, n_tokens = 2398, truncated = 0
0.11.663.329 D slot handle_last_: id  0 | task 140 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2399, truncated = 0
0.11.686.729 D slot handle_last_: id  0 | task 140 | slot decode token, id=1042, n_ctx = 32768, n_tokens = 2400, truncated = 0
0.11.710.645 D slot handle_last_: id  0 | task 140 | slot decode token, id=220, n_ctx = 32768, n_tokens = 2401, truncated = 0
0.11.734.645 D slot handle_last_: id  0 | task 140 | slot decode token, id=20, n_ctx = 32768, n_tokens = 2402, truncated = 0
0.11.758.710 D slot handle_last_: id  0 | task 140 | slot decode token, id=18, n_ctx = 32768, n_tokens = 2403, truncated = 0
0.11.782.551 D slot handle_last_: id  0 | task 140 | slot decode token, id=17, n_ctx = 32768, n_tokens = 2404, truncated = 0
0.11.806.144 D slot handle_last_: id  0 | task 140 | slot decode token, id=11, n_ctx = 32768, n_tokens = 2405, truncated = 0
0.11.828.733 D slot handle_last_: id  0 | task 140 | slot decode token, id=892, n_ctx = 32768, n_tokens = 2406, truncated = 0
0.11.852.458 D slot handle_last_: id  0 | task 140 | slot decode token, id=15423, n_ctx = 32768, n_tokens = 2407, truncated = 0
0.11.876.381 D slot handle_last_: id  0 | task 140 | slot decode token, id=2176, n_ctx = 32768, n_tokens = 2408, truncated = 0
0.11.900.234 D slot handle_last_: id  0 | task 140 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2409, truncated = 0
0.11.924.055 D slot handle_last_: id  0 | task 140 | slot decode token, id=835, n_ctx = 32768, n_tokens = 2410, truncated = 0
0.11.947.783 D slot handle_last_: id  0 | task 140 | slot decode token, id=315, n_ctx = 32768, n_tokens = 2411, truncated = 0
0.11.970.368 D slot handle_last_: id  0 | task 140 | slot decode token, id=279, n_ctx = 32768, n_tokens = 2412, truncated = 0
0.11.994.044 D slot handle_last_: id  0 | task 140 | slot decode token, id=49861, n_ctx = 32768, n_tokens = 2413, truncated = 0
0.12.017.961 D slot handle_last_: id  0 | task 140 | slot decode token, id=5004, n_ctx = 32768, n_tokens = 2414, truncated = 0
