0.00.039.469 I cmn  common_param: common_params_print_info: build 10852 (050dde50c) with AppleClang 21.0.0.21000101 for Darwin arm64
0.00.505.274 I load_tensors: offloaded 49/49 layers to GPU
0.00.505.276 I load_tensors:   CPU_Mapped model buffer size =   787.50 MiB
0.00.505.277 I load_tensors:  MTL0_Mapped model buffer size =  7024.35 MiB
0.00.507.098 I llama_context: n_ctx                 = 32768
0.00.507.225 I llama_context:        CPU  output buffer size =     1.00 MiB
0.00.515.561 I llama_kv_cache:       MTL0 KV buffer size =   512.00 MiB
0.00.537.710 I llama_kv_cache:       MTL0 KV buffer size =   480.00 MiB
0.00.559.541 I sched_reserve:       MTL0 compute buffer size =   193.86 MiB
0.00.559.546 I sched_reserve:        CPU compute buffer size =    48.52 MiB
0.00.647.313 I slot   load_model: id  0 | task -1 | new slot, n_ctx = 32768
0.08.799.010 D slot handle_last_: id  0 | task 0 | slot decode token, id=77943, n_ctx = 32768, n_tokens = 2526, truncated = 0
0.08.836.367 D slot handle_last_: id  0 | task 0 | slot decode token, id=529, n_ctx = 32768, n_tokens = 2527, truncated = 0
0.08.874.984 D slot handle_last_: id  0 | task 0 | slot decode token, id=646, n_ctx = 32768, n_tokens = 2528, truncated = 0
0.08.912.538 D slot handle_last_: id  0 | task 0 | slot decode token, id=4465, n_ctx = 32768, n_tokens = 2529, truncated = 0
0.08.952.257 D slot handle_last_: id  0 | task 0 | slot decode token, id=236775, n_ctx = 32768, n_tokens = 2530, truncated = 0
0.08.991.036 D slot handle_last_: id  0 | task 0 | slot decode token, id=4319, n_ctx = 32768, n_tokens = 2531, truncated = 0
0.09.028.707 D slot handle_last_: id  0 | task 0 | slot decode token, id=1082, n_ctx = 32768, n_tokens = 2532, truncated = 0
0.09.073.903 D slot handle_last_: id  0 | task 0 | slot decode token, id=1186, n_ctx = 32768, n_tokens = 2533, truncated = 0
0.09.119.178 D slot handle_last_: id  0 | task 0 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2534, truncated = 0
0.09.158.531 D slot handle_last_: id  0 | task 0 | slot decode token, id=63410, n_ctx = 32768, n_tokens = 2535, truncated = 0
0.09.196.116 D slot handle_last_: id  0 | task 0 | slot decode token, id=176814, n_ctx = 32768, n_tokens = 2536, truncated = 0
0.09.235.128 D slot handle_last_: id  0 | task 0 | slot decode token, id=19211, n_ctx = 32768, n_tokens = 2537, truncated = 0
0.09.272.842 D slot handle_last_: id  0 | task 0 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2538, truncated = 0
0.09.310.891 D slot handle_last_: id  0 | task 0 | slot decode token, id=623, n_ctx = 32768, n_tokens = 2539, truncated = 0
0.09.349.619 D slot handle_last_: id  0 | task 0 | slot decode token, id=1509, n_ctx = 32768, n_tokens = 2540, truncated = 0
0.09.387.183 D slot handle_last_: id  0 | task 0 | slot decode token, id=563, n_ctx = 32768, n_tokens = 2541, truncated = 0
0.09.426.595 D slot handle_last_: id  0 | task 0 | slot decode token, id=1176, n_ctx = 32768, n_tokens = 2542, truncated = 0
0.09.465.400 D slot handle_last_: id  0 | task 0 | slot decode token, id=600, n_ctx = 32768, n_tokens = 2543, truncated = 0
0.09.503.418 D slot handle_last_: id  0 | task 0 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2544, truncated = 0
0.09.542.570 D slot handle_last_: id  0 | task 0 | slot decode token, id=236800, n_ctx = 32768, n_tokens = 2545, truncated = 0
0.09.579.919 D slot handle_last_: id  0 | task 0 | slot decode token, id=236810, n_ctx = 32768, n_tokens = 2546, truncated = 0
0.09.618.938 D slot handle_last_: id  0 | task 0 | slot decode token, id=236764, n_ctx = 32768, n_tokens = 2547, truncated = 0
0.09.657.241 D slot handle_last_: id  0 | task 0 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2548, truncated = 0
0.09.694.562 D slot handle_last_: id  0 | task 0 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2549, truncated = 0
0.09.733.014 D slot handle_last_: id  0 | task 0 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2550, truncated = 0
0.09.770.432 D slot handle_last_: id  0 | task 0 | slot decode token, id=1758, n_ctx = 32768, n_tokens = 2551, truncated = 0
0.09.809.298 D slot handle_last_: id  0 | task 0 | slot decode token, id=964, n_ctx = 32768, n_tokens = 2552, truncated = 0
0.09.846.856 D slot handle_last_: id  0 | task 0 | slot decode token, id=125947, n_ctx = 32768, n_tokens = 2553, truncated = 0
0.09.885.634 D slot handle_last_: id  0 | task 0 | slot decode token, id=528, n_ctx = 32768, n_tokens = 2554, truncated = 0
0.09.923.237 D slot handle_last_: id  0 | task 0 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2555, truncated = 0
0.09.961.313 D slot handle_last_: id  0 | task 0 | slot decode token, id=3962, n_ctx = 32768, n_tokens = 2556, truncated = 0
0.09.999.639 D slot handle_last_: id  0 | task 0 | slot decode token, id=2668, n_ctx = 32768, n_tokens = 2557, truncated = 0
0.10.036.825 D slot handle_last_: id  0 | task 0 | slot decode token, id=529, n_ctx = 32768, n_tokens = 2558, truncated = 0
0.10.075.506 D slot handle_last_: id  0 | task 0 | slot decode token, id=672, n_ctx = 32768, n_tokens = 2559, truncated = 0
0.10.112.862 D slot handle_last_: id  0 | task 0 | slot decode token, id=1822, n_ctx = 32768, n_tokens = 2560, truncated = 0
0.10.152.341 D slot handle_last_: id  0 | task 0 | slot decode token, id=756, n_ctx = 32768, n_tokens = 2561, truncated = 0
0.10.190.102 D slot handle_last_: id  0 | task 0 | slot decode token, id=83871, n_ctx = 32768, n_tokens = 2562, truncated = 0
0.10.227.491 D slot handle_last_: id  0 | task 0 | slot decode token, id=804, n_ctx = 32768, n_tokens = 2563, truncated = 0
0.10.264.681 D slot handle_last_: id  0 | task 0 | slot decode token, id=529, n_ctx = 32768, n_tokens = 2564, truncated = 0
0.10.302.716 D slot handle_last_: id  0 | task 0 | slot decode token, id=646, n_ctx = 32768, n_tokens = 2565, truncated = 0
0.10.340.488 D slot handle_last_: id  0 | task 0 | slot decode token, id=4465, n_ctx = 32768, n_tokens = 2566, truncated = 0
0.10.380.429 D slot handle_last_: id  0 | task 0 | slot decode token, id=72870, n_ctx = 32768, n_tokens = 2567, truncated = 0
0.10.422.001 D slot handle_last_: id  0 | task 0 | slot decode token, id=870, n_ctx = 32768, n_tokens = 2568, truncated = 0
0.10.460.962 D slot handle_last_: id  0 | task 0 | slot decode token, id=25323, n_ctx = 32768, n_tokens = 2569, truncated = 0
0.10.498.796 D slot handle_last_: id  0 | task 0 | slot decode token, id=510, n_ctx = 32768, n_tokens = 2570, truncated = 0
0.10.536.520 D slot handle_last_: id  0 | task 0 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2571, truncated = 0
0.10.575.128 D slot handle_last_: id  0 | task 0 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2572, truncated = 0
0.10.612.150 D slot handle_last_: id  0 | task 0 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2573, truncated = 0
0.10.650.829 D slot handle_last_: id  0 | task 0 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2574, truncated = 0
0.10.687.804 D slot handle_last_: id  0 | task 0 | slot decode token, id=236825, n_ctx = 32768, n_tokens = 2575, truncated = 0
0.10.726.402 D slot handle_last_: id  0 | task 0 | slot decode token, id=236842, n_ctx = 32768, n_tokens = 2576, truncated = 0
0.10.763.984 D slot handle_last_: id  0 | task 0 | slot decode token, id=108, n_ctx = 32768, n_tokens = 2577, truncated = 0
0.10.802.360 D slot handle_last_: id  0 | task 0 | slot decode token, id=236796, n_ctx = 32768, n_tokens = 2578, truncated = 0
0.10.839.210 D slot handle_last_: id  0 | task 0 | slot decode token, id=236772, n_ctx = 32768, n_tokens = 2579, truncated = 0
0.10.877.195 D slot handle_last_: id  0 | task 0 | slot decode token, id=236935, n_ctx = 32768, n_tokens = 2580, truncated = 0
0.10.913.933 D slot handle_last_: id  0 | task 0 | slot decode token, id=236800, n_ctx = 32768, n_tokens = 2581, truncated = 0
0.10.952.741 D slot handle_last_: id  0 | task 0 | slot decode token, id=236787, n_ctx = 32768, n_tokens = 2582, truncated = 0
0.10.990.371 D slot handle_last_: id  0 | task 0 | slot decode token, id=3790, n_ctx = 32768, n_tokens = 2583, truncated = 0
0.11.027.526 D slot handle_last_: id  0 | task 0 | slot decode token, id=8249, n_ctx = 32768, n_tokens = 2584, truncated = 0
0.11.064.647 D slot handle_last_: id  0 | task 0 | slot decode token, id=528, n_ctx = 32768, n_tokens = 2585, truncated = 0
0.11.102.057 D slot handle_last_: id  0 | task 0 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2586, truncated = 0
0.11.138.968 D slot handle_last_: id  0 | task 0 | slot decode token, id=17686, n_ctx = 32768, n_tokens = 2587, truncated = 0
0.11.177.344 D slot handle_last_: id  0 | task 0 | slot decode token, id=16622, n_ctx = 32768, n_tokens = 2588, truncated = 0
0.11.214.386 D slot handle_last_: id  0 | task 0 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2589, truncated = 0
0.11.253.765 I slot print_timing: id  0 | task 0 | prompt eval time =    3822.17 ms /  2451 tokens (    1.56 ms per token,   641.26 tokens per second)
0.11.253.769 I slot print_timing: id  0 | task 0 |        eval time =    5368.22 ms /   140 tokens (   38.62 ms per token,    25.89 tokens per second)
0.15.948.806 D slot handle_last_: id  0 | task 147 | slot decode token, id=818, n_ctx = 32768, n_tokens = 2387, truncated = 0
0.15.987.995 D slot handle_last_: id  0 | task 147 | slot decode token, id=3260, n_ctx = 32768, n_tokens = 2388, truncated = 0
0.16.027.599 D slot handle_last_: id  0 | task 147 | slot decode token, id=15517, n_ctx = 32768, n_tokens = 2389, truncated = 0
0.16.066.956 D slot handle_last_: id  0 | task 147 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2390, truncated = 0
0.16.104.790 D slot handle_last_: id  0 | task 147 | slot decode token, id=40327, n_ctx = 32768, n_tokens = 2391, truncated = 0
0.16.144.608 D slot handle_last_: id  0 | task 147 | slot decode token, id=532, n_ctx = 32768, n_tokens = 2392, truncated = 0
0.16.184.402 D slot handle_last_: id  0 | task 147 | slot decode token, id=57226, n_ctx = 32768, n_tokens = 2393, truncated = 0
0.16.222.369 D slot handle_last_: id  0 | task 147 | slot decode token, id=618, n_ctx = 32768, n_tokens = 2394, truncated = 0
0.16.262.527 D slot handle_last_: id  0 | task 147 | slot decode token, id=77330, n_ctx = 32768, n_tokens = 2395, truncated = 0
0.16.301.536 D slot handle_last_: id  0 | task 147 | slot decode token, id=92137, n_ctx = 32768, n_tokens = 2396, truncated = 0
0.16.339.613 D slot handle_last_: id  0 | task 147 | slot decode token, id=600, n_ctx = 32768, n_tokens = 2397, truncated = 0
0.16.378.174 D slot handle_last_: id  0 | task 147 | slot decode token, id=13958, n_ctx = 32768, n_tokens = 2398, truncated = 0
0.16.415.707 D slot handle_last_: id  0 | task 147 | slot decode token, id=1131, n_ctx = 32768, n_tokens = 2399, truncated = 0
0.16.454.535 D slot handle_last_: id  0 | task 147 | slot decode token, id=5255, n_ctx = 32768, n_tokens = 2400, truncated = 0
0.16.493.525 D slot handle_last_: id  0 | task 147 | slot decode token, id=7789, n_ctx = 32768, n_tokens = 2401, truncated = 0
0.16.531.177 D slot handle_last_: id  0 | task 147 | slot decode token, id=607, n_ctx = 32768, n_tokens = 2402, truncated = 0
0.16.570.180 D slot handle_last_: id  0 | task 147 | slot decode token, id=496, n_ctx = 32768, n_tokens = 2403, truncated = 0
0.16.609.338 D slot handle_last_: id  0 | task 147 | slot decode token, id=10887, n_ctx = 32768, n_tokens = 2404, truncated = 0
0.16.647.144 D slot handle_last_: id  0 | task 147 | slot decode token, id=236764, n_ctx = 32768, n_tokens = 2405, truncated = 0
0.16.686.229 D slot handle_last_: id  0 | task 147 | slot decode token, id=74898, n_ctx = 32768, n_tokens = 2406, truncated = 0
0.16.725.646 D slot handle_last_: id  0 | task 147 | slot decode token, id=806, n_ctx = 32768, n_tokens = 2407, truncated = 0
0.16.763.280 D slot handle_last_: id  0 | task 147 | slot decode token, id=2872, n_ctx = 32768, n_tokens = 2408, truncated = 0
0.16.802.650 D slot handle_last_: id  0 | task 147 | slot decode token, id=870, n_ctx = 32768, n_tokens = 2409, truncated = 0
0.16.840.279 D slot handle_last_: id  0 | task 147 | slot decode token, id=25323, n_ctx = 32768, n_tokens = 2410, truncated = 0
0.16.879.036 D slot handle_last_: id  0 | task 147 | slot decode token, id=510, n_ctx = 32768, n_tokens = 2411, truncated = 0
0.16.917.992 D slot handle_last_: id  0 | task 147 | slot decode token, id=236761, n_ctx = 32768, n_tokens = 2412, truncated = 0
0.16.955.749 D slot handle_last_: id  0 | task 147 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2413, truncated = 0
0.16.994.552 D slot handle_last_: id  0 | task 147 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2414, truncated = 0
0.17.033.636 D slot handle_last_: id  0 | task 147 | slot decode token, id=236771, n_ctx = 32768, n_tokens = 2415, truncated = 0
0.17.071.402 D slot handle_last_: id  0 | task 147 | slot decode token, id=236770, n_ctx = 32768, n_tokens = 2416, truncated = 0
0.17.110.695 D slot handle_last_: id  0 | task 147 | slot decode token, id=1619, n_ctx = 32768, n_tokens = 2417, truncated = 0
0.17.149.878 D slot handle_last_: id  0 | task 147 | slot decode token, id=799, n_ctx = 32768, n_tokens = 2418, truncated = 0
0.17.187.781 D slot handle_last_: id  0 | task 147 | slot decode token, id=6027, n_ctx = 32768, n_tokens = 2419, truncated = 0
0.17.227.400 D slot handle_last_: id  0 | task 147 | slot decode token, id=236743, n_ctx = 32768, n_tokens = 2420, truncated = 0
0.17.267.054 D slot handle_last_: id  0 | task 147 | slot decode token, id=236810, n_ctx = 32768, n_tokens = 2421, truncated = 0
0.17.304.849 D slot handle_last_: id  0 | task 147 | slot decode token, id=236800, n_ctx = 32768, n_tokens = 2422, truncated = 0
0.17.344.489 D slot handle_last_: id  0 | task 147 | slot decode token, id=236778, n_ctx = 32768, n_tokens = 2423, truncated = 0
0.17.382.487 D slot handle_last_: id  0 | task 147 | slot decode token, id=236764, n_ctx = 32768, n_tokens = 2424, truncated = 0
0.17.421.495 D slot handle_last_: id  0 | task 147 | slot decode token, id=7363, n_ctx = 32768, n_tokens = 2425, truncated = 0
0.17.460.777 D slot handle_last_: id  0 | task 147 | slot decode token, id=3382, n_ctx = 32768, n_tokens = 2426, truncated = 0
0.17.500.120 D slot handle_last_: id  0 | task 147 | slot decode token, id=10316, n_ctx = 32768, n_tokens = 2427, truncated = 0
0.17.537.903 D slot handle_last_: id  0 | task 147 | slot decode token, id=5378, n_ctx = 32768, n_tokens = 2428, truncated = 0
0.17.577.368 D slot handle_last_: id  0 | task 147 | slot decode token, id=31768, n_ctx = 32768, n_tokens = 2429, truncated = 0
0.17.616.183 D slot handle_last_: id  0 | task 147 | slot decode token, id=1037, n_ctx = 32768, n_tokens = 2430, truncated = 0
0.17.654.252 D slot handle_last_: id  0 | task 147 | slot decode token, id=531, n_ctx = 32768, n_tokens = 2431, truncated = 0
0.17.693.898 D slot handle_last_: id  0 | task 147 | slot decode token, id=1900, n_ctx = 32768, n_tokens = 2432, truncated = 0
0.17.733.479 D slot handle_last_: id  0 | task 147 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2433, truncated = 0
0.17.771.410 D slot handle_last_: id  0 | task 147 | slot decode token, id=14860, n_ctx = 32768, n_tokens = 2434, truncated = 0
0.17.811.159 D slot handle_last_: id  0 | task 147 | slot decode token, id=529, n_ctx = 32768, n_tokens = 2435, truncated = 0
0.17.850.765 D slot handle_last_: id  0 | task 147 | slot decode token, id=6819, n_ctx = 32768, n_tokens = 2436, truncated = 0
0.17.888.744 D slot handle_last_: id  0 | task 147 | slot decode token, id=5670, n_ctx = 32768, n_tokens = 2437, truncated = 0
0.17.928.672 D slot handle_last_: id  0 | task 147 | slot decode token, id=236793, n_ctx = 32768, n_tokens = 2438, truncated = 0
0.17.968.403 D slot handle_last_: id  0 | task 147 | slot decode token, id=496, n_ctx = 32768, n_tokens = 2439, truncated = 0
0.18.006.422 D slot handle_last_: id  0 | task 147 | slot decode token, id=222137, n_ctx = 32768, n_tokens = 2440, truncated = 0
0.18.046.094 D slot handle_last_: id  0 | task 147 | slot decode token, id=17940, n_ctx = 32768, n_tokens = 2441, truncated = 0
0.18.085.711 D slot handle_last_: id  0 | task 147 | slot decode token, id=529, n_ctx = 32768, n_tokens = 2442, truncated = 0
0.18.124.332 D slot handle_last_: id  0 | task 147 | slot decode token, id=1806, n_ctx = 32768, n_tokens = 2443, truncated = 0
0.18.163.404 D slot handle_last_: id  0 | task 147 | slot decode token, id=73853, n_ctx = 32768, n_tokens = 2444, truncated = 0
0.18.203.130 D slot handle_last_: id  0 | task 147 | slot decode token, id=6208, n_ctx = 32768, n_tokens = 2445, truncated = 0
0.18.242.833 D slot handle_last_: id  0 | task 147 | slot decode token, id=506, n_ctx = 32768, n_tokens = 2446, truncated = 0
0.18.281.173 D slot handle_last_: id  0 | task 147 | slot decode token, id=10246, n_ctx = 32768, n_tokens = 2447, truncated = 0
